Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),74.8,76.4
Population below age 15 years (%),27.2,27.9
"Sex ratio of the total population (females per 1,000 males)","1,034",957
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,160",868
Children under age 5 years whose birth was registered with the civil authority (%),94.2,89.8
Deaths in the last 3 years registered with the civil authority (%),81.0,na
Population living in households with electricity (%),97.7,88.7
Population living in households with an improved drinking-water source (%),70.3,64.8
Population living in households that use an improved sanitation facility(%),67.6,50.3
Households using clean fuel for cooking (%),34.0,19.2
Households using iodized salt (%),98.7,99.5
Households with any usual member covered under a health insurance/financing scheme (%),44.2,68.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.9,na
Women who are literate (%),71.6,na
Women with 10 or more years of schooling (%),13.9,14.5
Women age 20-24 years married before age 18 years (%),38.9,34.4
Births in the 5 years preceding the survey that are third or higher order (%),0.3,0.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),26.9,20.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.2,27.2
Any method (%),80.9,67.1
Any modern method (%),53.3,44.1
Female sterilization (%),8.6,14.4
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.3,0.1
Pill (%),39.0,28.3
Condom (%),2.3,1.1
Injectables (%),0.1,0.1
Total unmet need(%),4.0,7.0
Unmet need for spacing (%),1.8,3.0
Health worker ever talked to female non-users about family planning (%),3.9,4.0
Current users ever told about side effects of current method (%),50.8,42.5
Mothers who had an antenatal check-up in the first trimester (%),58.1,66.4
Mothers who had at least 4 antenatal care visits (%),52.0,66.4
Mothers whose last birth was protected against neonatal tetanus (%),97.8,88.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.0,13.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.8,2.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.7,85.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.4,62.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,010","3,980"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.1,na
Institutional births (%),87.3,76.2
Institutional births in public facility (%),84.5,72.0
Home births that were conducted by skilled health personnel (%),0.5,1.0
Births attended by skilled health personnel (%),87.7,77.3
Births delivered by caesarean section (%),10.1,8.3
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),10.1,6.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),73.7,44.3
