Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),81.3
Population below age 15 years (%),23.5
"Sex ratio of the total population (females per 1,000 males)","1,059"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",959
Children under age 5 years whose birth was registered with the civil authority (%),94.8
Deaths in the last 3 years registered with the civil authority (%),83.9
Population living in households with electricity (%),99.0
Population living in households with an improved drinking-water source (%),83.2
Population living in households that use an improved sanitation facility(%),67.8
Households using clean fuel for cooking (%),41.5
Households using iodized salt (%),100.0
Households with any usual member covered under a health insurance/financing scheme (%),44.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(21.3)
Women who are literate (%),80.5
Women with 10 or more years of schooling (%),18.9
Women age 20-24 years married before age 18 years (%),28.3
Births in the 5 years preceding the survey that are third or higher order (%),0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),24.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.2
Any method (%),79.9
Any modern method (%),49.9
Female sterilization (%),9.5
Male sterilization (%),0.0
IUD/PPIUD (%),0.2
Pill (%),36.2
Condom (%),1.8
Injectables (%),0.0
Total unmet need(%),4.1
Unmet need for spacing (%),2.2
Health worker ever talked to female non-users about family planning (%),8.7
Current users ever told about side effects of current method (%),34.7
Mothers who had an antenatal check-up in the first trimester (%),57.2
Mothers who had at least 4 antenatal care visits (%),41.5
Mothers whose last birth was protected against neonatal tetanus (%),96.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"7,328"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),62.9
Institutional births (%),95.7
Institutional births in public facility (%),90.7
Home births that were conducted by skilled health personnel (%),1.6
Births attended by skilled health personnel (%),95.2
Births delivered by caesarean section (%),27.8
Births in a private health facility that were delivered by caesarean section (%),*
