,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),71.7,70.5
1,Population below age 15 years (%),23.4,23.0
2,"Sex ratio of the total population (females per 1,000 males)",924,888
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",914,968
4,Children under age 5 years whose birth was registered with the civil authority (%),97.8,100.0
5,Deaths in the last 3 years registered with the civil authority (%),91.8,na
6,Population living in households with electricity (%),99.0,99.3
7,Population living in households with an improved drinking-water source (%),92.5,98.7
8,Population living in households that use an improved sanitation facility(%),87.5,86.1
9,Households using clean fuel for cooking (%),79.1,64.2
10,Households using iodized salt (%),94.0,98.0
11,Households with any usual member covered under a health insurance/financing scheme (%),20.4,25.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.7,na
13,Women who are literate (%),72.6,na
14,Women with 10 or more years of schooling (%),46.5,50.3
15,Women age 20-24 years married before age 18 years (%),11.9,9.9
16,Births in the 5 years preceding the survey that are third or higher order (%),2.8,0.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.7,4.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),91.5,84.0
19,Any method (%),56.3,81.5
20,Any modern method (%),47.7,73.9
21,Female sterilization (%),24.7,48.1
22,Male sterilization (%),0.2,0.1
23,IUD/PPIUD (%),3.0,11.1
24,Pill (%),2.3,2.4
25,Condom (%),17.1,12.1
26,Injectables (%),0.3,0.0
27,Total unmet need(%),15.7,5.6
28,Unmet need for spacing (%),5.0,4.1
29,Health worker ever talked to female non-users about family planning (%),13.4,29.5
30,Current users ever told about side effects of current method (%),78.4,77.8
31,Mothers who had an antenatal check-up in the first trimester (%),62.6,73.0
32,Mothers who had at least 4 antenatal care visits (%),53.4,83.9
33,Mothers whose last birth was protected against neonatal tetanus (%),86.1,88.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.1,40.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.6,15.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.8,98.3
37,days of delivery (%),81.7,93.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,455","1,984"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),84.3,na
41,Institutional births (%),94.3,95.5
42,Institutional births in public facility (%),66.3,48.4
43,Home births that were conducted by skilled health personnel (%),4.4,3.3
44,Births attended by skilled health personnel (%),97.7,98.8
45,Births delivered by caesarean section (%),26.0,31.1
46,Births in a private health facility that were delivered by caesarean section (%),35.9,45.8
47,Births in a public health facility that were delivered by caesarean section (%),24.0,19.8
48,mother's recall (%),70.8,97.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(81.5),96.5
50,Children age 12-23 months who have received BCG (%),95.7,100.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),72.5,100.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.5,100.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.1,97.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),41.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),74.4,100.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.5,94.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),90.1,94.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.2,5.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.4,5.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(67.9),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(12.3),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(27.4),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.7,1.9
65,health provider (%),51.1,*
66,Children under age 3 years breastfed within one hour of birth (%),47.6,43.9
67,Children under age 6 months exclusively breastfed (%),(55.7),(45.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet(%),10.9,3.9
