Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),82.3,75.2
Population below age 15 years (%),20.9,22.3
"Sex ratio of the total population (females per 1,000 males)","1,004","1,011"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",833,"1,154"
Children under age 5 years whose birth was registered with the civil authority (%),99.0,98.7
Deaths in the last 3 years registered with the civil authority (%),97.7,na
Population living in households with electricity (%),100.0,99.7
Population living in households with an improved drinking-water source (%),99.7,100.0
Population living in households that use an improved sanitation facility(%),91.3,82.5
Households using clean fuel for cooking (%),76.4,55.1
Households using iodized salt (%),97.7,99.0
Households with any usual member covered under a health insurance/financing scheme (%),23.3,28.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.8,na
Women who are literate (%),88.1,na
Women with 10 or more years of schooling (%),65.4,58.4
Women age 20-24 years married before age 18 years (%),6.4,5.1
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.8,0.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),97.3,89.8
Any method (%),66.1,64.7
Any modern method (%),49.4,49.9
Female sterilization (%),19.4,23.6
Male sterilization (%),1.3,0.6
IUD/PPIUD (%),3.0,2.2
Pill (%),0.5,1.4
Condom (%),25.0,21.9
Injectables (%),0.1,0.2
Total unmet need(%),10.8,12.4
Unmet need for spacing (%),4.4,3.8
Health worker ever talked to female non-users about family planning (%),22.8,22.0
Current users ever told about side effects of current method (%),(77.8),(58.2)
Mothers who had an antenatal check-up in the first trimester (%),79.9,90.9
Mothers who had at least 4 antenatal care visits (%),60.5,89.5
Mothers whose last birth was protected against neonatal tetanus (%),97.2,94.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),66.1,48.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),46.8,22.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,89.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),96.6,89.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,450","1,917"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.7,na
Institutional births (%),99.3,91.8
Institutional births in public facility (%),41.7,42.5
Home births that were conducted by skilled health personnel (%),0.7,5.3
Births attended by skilled health personnel (%),100.0,97.0
Births delivered by caesarean section (%),43.6,38.4
Births in a private health facility that were delivered by caesarean section (%),60.4,60.1
Births in a public health facility that were delivered by caesarean section (%),21.0,20.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(100.0),(86.1)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(97.4),(95.4)
Children age 12-23 months who have received BCG (%),(100.0),(97.8)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(100.0),(88.1)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),(94.1)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),(97.8)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(50.9),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(69.0),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),(88.0)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.6,81.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(92.4),(79.7)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(4.8),(20.3)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.2,11.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,0.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(97.2)
Children under age 3 years breastfed within one hour of birth (%),63.7,24.1
Children under age 6 months exclusively breastfed (%),(73.1),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet(%),(2.9),5.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet(%),7.7,9.5
Children under 5 years who are stunted (height-for-age) (%),17.9,23.3
Children under 5 years who are wasted (weight-for-height) (%),12.0,15.7
Children under 5 years who are severely wasted (weight-for-height) (%),5.9,5.4
