,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),79.2,78.8
1,Population below age 15 years (%),21.8,22.4
2,"Sex ratio of the total population (females per 1,000 males)",998,958
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",922,776
4,Children under age 5 years whose birth was registered with the civil authority (%),98.7,97.3
5,Deaths in the last 3 years registered with the civil authority (%),91.7,na
6,Population living in households with electricity (%),99.8,96.7
7,Population living in households with an improved drinking-water source (%),99.4,100.0
8,Population living in households that use an improved sanitation facility(%),87.7,82.1
9,Households using clean fuel for cooking (%),84.2,76.1
10,Households using iodized salt (%),93.9,98.6
11,Households with any usual member covered under a health insurance/financing scheme (%),20.7,24.9
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.4,na
13,Women who are literate (%),84.1,na
14,Women with 10 or more years of schooling (%),60.3,59.8
15,Women age 20-24 years married before age 18 years (%),6.9,6.7
16,Births in the 5 years preceding the survey that are third or higher order (%),1.6,1.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.5,1.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),95.6,90.5
19,Any method (%),61.0,70.0
20,Any modern method (%),47.2,65.0
21,Female sterilization (%),22.1,40.4
22,Male sterilization (%),0.8,0.7
23,IUD/PPIUD (%),1.6,4.3
24,Pill (%),1.6,1.9
25,Condom (%),20.5,17.6
26,Injectables (%),0.0,0.0
27,Total unmet need(%),13.4,8.2
28,Unmet need for spacing (%),4.4,1.5
29,Health worker ever talked to female non-users about family planning (%),19.5,33.7
30,Current users ever told about side effects of current method (%),(86.4),92.6
31,Mothers who had an antenatal check-up in the first trimester (%),67.6,90.7
32,Mothers who had at least 4 antenatal care visits (%),51.4,76.9
33,Mothers whose last birth was protected against neonatal tetanus (%),93.4,92.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),57.9,40.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.5,18.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.3,99.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),88.4,94.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,300","2,679"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.4,na
41,Institutional births (%),95.0,91.2
42,Institutional births in public facility (%),48.1,49.3
43,Home births that were conducted by skilled health personnel (%),3.2,5.8
44,Births attended by skilled health personnel (%),93.5,97.0
45,Births delivered by caesarean section (%),46.0,32.5
46,Births in a private health facility that were delivered by caesarean section (%),61.6,54.0
47,Births in a public health facility that were delivered by caesarean section (%),35.5,20.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),65.7,(100.0)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(83.4),(98.4)
50,Children age 12-23 months who have received BCG (%),96.2,(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),69.5,(100.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.8,(100.0)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.5,(100.0)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),58.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.4,(100.0)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.9,92.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),88.8,(87.3)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),11.2,(12.7)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.3,11.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(81.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(48.4)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(91.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.0,9.4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(66.6),97.8
66,Children under age 3 years breastfed within one hour of birth (%),58.5,28.4
67,Children under age 6 months exclusively breastfed (%),(55.7),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet(%),17.3,4.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet(%),14.0,4.3
72,Children under 5 years who are stunted (height-for-age) (%),24.6,20.8
73,Children under 5 years who are wasted (weight-for-height) (%),12.8,18.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.1,2.4
75,Children under 5 years who are underweight (weight-for-age) (%),19.2,20.5
76,Children under 5 years who are overweight (weight-for-height) (%),4.9,0.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.5,10.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),42.4,38.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),68.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.7,67.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.7,57.0
