,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),81.8,81.3
1,Population below age 15 years (%),21.5,23.3
2,"Sex ratio of the total population (females per 1,000 males)",991,950
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,022",827
4,Children under age 5 years whose birth was registered with the civil authority (%),96.6,98.3
5,Deaths in the last 3 years registered with the civil authority (%),95.9,na
6,Population living in households with electricity (%),99.8,100.0
7,Population living in households with an improved drinking-water source (%),98.5,99.7
8,Population living in households that use an improved sanitation facility(%),84.0,82.3
9,Households using clean fuel for cooking (%),63.9,67.6
10,Households using iodized salt (%),96.9,97.7
11,Households with any usual member covered under a health insurance/financing scheme (%),37.8,41.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.7,na
13,Women who are literate (%),86.6,na
14,Women with 10 or more years of schooling (%),64.0,61.2
15,Women age 20-24 years married before age 18 years (%),2.4,4.5
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,1.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.6,1.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),95.8,86.9
19,Any method (%),71.8,75.0
20,Any modern method (%),49.8,61.5
21,Female sterilization (%),25.6,30.3
22,Male sterilization (%),0.3,0.8
23,IUD/PPIUD (%),1.8,3.3
24,Pill (%),1.3,2.6
25,Condom (%),20.5,24.3
26,Injectables (%),0.0,0.1
27,Total unmet need(%),10.8,10.7
28,Unmet need for spacing (%),3.5,2.6
29,Health worker ever talked to female non-users about family planning (%),25.2,30.4
30,Current users ever told about side effects of current method (%),(58.9),72.4
31,Mothers who had an antenatal check-up in the first trimester (%),56.6,79.1
32,Mothers who had at least 4 antenatal care visits (%),65.2,74.8
33,Mothers whose last birth was protected against neonatal tetanus (%),93.0,96.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),70.0,47.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),56.7,22.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.7,97.4
37,days of delivery (%),83.9,85.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,635","2,258"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),79.4,na
41,Institutional births (%),97.8,91.3
42,Institutional births in public facility (%),46.2,58.3
43,Home births that were conducted by skilled health personnel (%),0.9,2.5
44,Births attended by skilled health personnel (%),98.7,93.7
45,Births delivered by caesarean section (%),39.5,28.1
46,Births in a private health facility that were delivered by caesarean section (%),46.4,48.5
47,Births in a public health facility that were delivered by caesarean section (%),33.7,20.8
48,mother's recall (%),(76.5),(93.1)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(82.0),(88.4)
50,Children age 12-23 months who have received BCG (%),(97.6),(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(79.3),(95.2)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(82.7),(97.4)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(84.5),(97.8)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(32.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(79.3),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(79.3),(93.0)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.0,66.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(97.4),(93.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.6),(7.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.2,6.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,3.1
65,health provider (%),*,(94.2)
66,Children under age 3 years breastfed within one hour of birth (%),38.6,28.8
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet(%),(3.3),6.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet(%),8.3,5.0
72,Children under 5 years who are stunted (height-for-age) (%),15.1,19.0
73,Children under 5 years who are wasted (weight-for-height) (%),9.1,14.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.2,3.6
75,Children under 5 years who are underweight (weight-for-age) (%),15.3,20.1
76,Children under 5 years who are overweight (weight-for-height) (%),2.5,0.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.4,13.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),45.3,43.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),76.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.5,69.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.4,74.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),64.5,74.5
84,All women age 15-19 years who are anaemic (%),63.7,73.0
