,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),82.1,81.5
1,Population below age 15 years (%),21.7,20.0
2,"Sex ratio of the total population (females per 1,000 males)",997,953
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",936,711
4,Children under age 5 years whose birth was registered with the civil authority (%),97.6,99.2
5,Deaths in the last 3 years registered with the civil authority (%),95.5,na
6,Population living in households with electricity (%),99.6,99.8
7,Population living in households with an improved drinking-water source (%),99.9,99.9
8,Population living in households that use an improved sanitation facility(%),88.2,88.9
9,Households using clean fuel for cooking (%),82.3,78.7
10,Households using iodized salt (%),94.7,98.5
11,Households with any usual member covered under a health insurance/financing scheme (%),25.9,16.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.5,na
13,Women who are literate (%),86.8,na
14,Women with 10 or more years of schooling (%),64.4,68.6
15,Women age 20-24 years married before age 18 years (%),7.4,4.6
16,Births in the 5 years preceding the survey that are third or higher order (%),2.3,1.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.7,2.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.8,90.3
19,Any method (%),66.6,70.6
20,Any modern method (%),40.1,55.7
21,Female sterilization (%),14.9,27.0
22,Male sterilization (%),0.2,0.1
23,IUD/PPIUD (%),2.0,7.4
24,Pill (%),1.0,2.4
25,Condom (%),21.0,18.4
26,Injectables (%),0.3,0.4
27,Total unmet need(%),8.8,11.2
28,Unmet need for spacing (%),2.1,3.8
29,Health worker ever talked to female non-users about family planning (%),26.9,27.9
30,Current users ever told about side effects of current method (%),(81.2),81.7
31,Mothers who had an antenatal check-up in the first trimester (%),78.5,82.4
32,Mothers who had at least 4 antenatal care visits (%),72.8,71.4
33,Mothers whose last birth was protected against neonatal tetanus (%),93.2,94.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),53.9,53.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.4,20.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,95.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),88.2,93.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,680","3,135"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.1,na
41,Institutional births (%),92.3,95.7
42,Institutional births in public facility (%),40.8,41.1
43,Home births that were conducted by skilled health personnel (%),1.0,2.0
44,Births attended by skilled health personnel (%),93.3,97.7
45,Births delivered by caesarean section (%),48.3,33.1
46,Births in a private health facility that were delivered by caesarean section (%),61.7,50.6
47,Births in a public health facility that were delivered by caesarean section (%),40.4,13.4
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(91.3),(91.0)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.6),(96.7)
50,Children age 12-23 months who have received BCG (%),(96.0),(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(92.9),(94.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.7),(96.1)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.7),(97.0)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(33.9),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(86.5),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.7),(92.0)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.8,89.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(86.8),(93.5)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(10.5),(6.5)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.1,8.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,3.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(80.6)
66,Children under age 3 years breastfed within one hour of birth (%),54.5,24.7
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet(%),(7.7),1.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet(%),12.9,4.3
72,Children under 5 years who are stunted (height-for-age) (%),24.8,29.3
73,Children under 5 years who are wasted (weight-for-height) (%),10.3,17.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.4,5.6
75,Children under 5 years who are underweight (weight-for-age) (%),16.7,25.4
76,Children under 5 years who are overweight (weight-for-height) (%),1.8,1.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.9,7.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),48.3,26.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),66.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.2,60.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.3,54.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(48.8)
83,All women age 15-49 years who are anaemic (%),57.0,53.9
84,All women age 15-19 years who are anaemic (%),56.0,58.8
85,Women - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),10.7,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.8,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.4,na
