Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.5,71.5
Population below age 15 years (%),23.2,23.4
"Sex ratio of the total population (females per 1,000 males)",942,860
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",877,748
Children under age 5 years whose birth was registered with the civil authority (%),96.4,98.7
Deaths in the last 3 years registered with the civil authority (%),87.3,na
Population living in households with electricity (%),99.5,99.7
Population living in households with an improved drinking-water source (%),97.8,99.7
Population living in households that use an improved sanitation facility(%),82.9,80.8
Households using clean fuel for cooking (%),72.9,59.3
Households using iodized salt (%),95.2,99.1
Households with any usual member covered under a health insurance/financing scheme (%),23.9,23.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.8,na
Women who are literate (%),71.1,na
Women with 10 or more years of schooling (%),39.8,47.6
Women age 20-24 years married before age 18 years (%),8.6,8.6
Births in the 5 years preceding the survey that are third or higher order (%),3.6,1.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.7,3.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),90.5,84.7
Any method (%),72.0,84.8
Any modern method (%),59.7,79.2
Female sterilization (%),31.3,49.0
Male sterilization (%),0.6,0.5
IUD/PPIUD (%),3.0,12.5
Pill (%),1.7,2.3
Condom (%),22.6,14.6
Injectables (%),0.3,0.3
Total unmet need(%),6.2,1.9
Unmet need for spacing (%),2.3,0.7
Health worker ever talked to female non-users about family planning (%),13.3,42.6
Current users ever told about side effects of current method (%),81.9,94.0
Mothers who had an antenatal check-up in the first trimester (%),71.2,68.3
Mothers who had at least 4 antenatal care visits (%),57.9,64.9
Mothers whose last birth was protected against neonatal tetanus (%),88.3,97.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),47.8,48.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),35.2,21.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,96.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),88.1,88.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,177","1,494"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),89.4,na
Institutional births (%),96.4,93.6
Institutional births in public facility (%),61.3,56.0
Home births that were conducted by skilled health personnel (%),1.2,3.7
Births attended by skilled health personnel (%),96.0,97.7
Births delivered by caesarean section (%),18.6,14.3
Births in a private health facility that were delivered by caesarean section (%),24.1,27.8
Births in a public health facility that were delivered by caesarean section (%),16.5,6.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(57.6),96.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(71.4),(98.6)
Children age 12-23 months who have received BCG (%),(93.9),98.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),(57.6),100.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(76.6),98.3
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(79.5),96.9
