Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.7,71.1
Population below age 15 years (%),21.5,22.6
"Sex ratio of the total population (females per 1,000 males)",861,914
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",820,991
Children under age 5 years whose birth was registered with the civil authority (%),96.4,98.4
Deaths in the last 3 years registered with the civil authority (%),82.9,na
Population living in households with electricity (%),100.0,99.6
Population living in households with an improved drinking-water source (%),99.1,98.6
Population living in households that use an improved sanitation facility(%),88.4,85.9
Households using clean fuel for cooking (%),78.1,62.7
Households using iodized salt (%),91.5,98.7
Households with any usual member covered under a health insurance/financing scheme (%),20.1,17.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.0,na
Women who are literate (%),69.2,na
Women with 10 or more years of schooling (%),41.1,50.8
Women age 20-24 years married before age 18 years (%),14.2,5.7
Births in the 5 years preceding the survey that are third or higher order (%),0.3,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.9,4.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.6,85.2
Any method (%),45.3,82.6
Any modern method (%),40.7,77.3
Female sterilization (%),17.5,43.2
Male sterilization (%),0.8,0.9
IUD/PPIUD (%),6.2,10.5
Pill (%),2.5,2.4
Condom (%),13.2,20.4
Injectables (%),0.1,0.0
Total unmet need(%),17.7,3.8
Unmet need for spacing (%),4.9,1.5
Health worker ever talked to female non-users about family planning (%),16.8,22.3
Current users ever told about side effects of current method (%),72.5,90.3
Mothers who had an antenatal check-up in the first trimester (%),52.1,79.6
Mothers who had at least 4 antenatal care visits (%),48.2,66.7
Mothers whose last birth was protected against neonatal tetanus (%),77.2,89.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),37.5,37.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),31.2,15.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.9,95.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),78.7,92.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,366","1,427"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),81.3,na
Institutional births (%),93.1,94.7
Institutional births in public facility (%),60.8,50.1
Home births that were conducted by skilled health personnel (%),1.8,4.4
Births attended by skilled health personnel (%),93.2,95.6
Births delivered by caesarean section (%),29.5,23.7
Births in a private health facility that were delivered by caesarean section (%),40.9,38.5
Births in a public health facility that were delivered by caesarean section (%),26.8,13.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(66.5),(92.6)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(74.5),(95.0)
Children age 12-23 months who have received BCG (%),(97.9),(95.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(69.1),(92.6)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(89.3),(92.6)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(87.3),(94.1)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(38.3),na
