,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.1,79.5
1,Population below age 15 years (%),21.1,21.3
2,"Sex ratio of the total population (females per 1,000 males)",899,927
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",844,872
4,Children under age 5 years whose birth was registered with the civil authority (%),97.2,99.1
5,Deaths in the last 3 years registered with the civil authority (%),97.6,na
6,Population living in households with electricity (%),99.6,100.0
7,Population living in households with an improved drinking-water source (%),99.7,100.0
8,Population living in households that use an improved sanitation facility(%),87.6,85.9
9,Households using clean fuel for cooking (%),74.3,69.4
10,Households using iodized salt (%),93.8,97.9
11,Households with any usual member covered under a health insurance/financing scheme (%),35.1,40.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.6,na
13,Women who are literate (%),86.9,na
14,Women with 10 or more years of schooling (%),62.3,58.5
15,Women age 20-24 years married before age 18 years (%),7.3,8.3
16,Births in the 5 years preceding the survey that are third or higher order (%),0.4,1.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.5,0.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.0,83.0
19,Any method (%),71.6,73.8
20,Any modern method (%),44.1,57.0
21,Female sterilization (%),16.3,26.0
22,Male sterilization (%),1.0,0.4
23,IUD/PPIUD (%),2.0,4.6
24,Pill (%),0.8,1.8
25,Condom (%),23.6,24.1
26,Injectables (%),0.1,0.1
27,Total unmet need(%),7.7,6.1
28,Unmet need for spacing (%),2.3,1.7
29,Health worker ever talked to female non-users about family planning (%),28.4,46.1
30,Current users ever told about side effects of current method (%),(66.1),89.8
31,Mothers who had an antenatal check-up in the first trimester (%),74.3,80.3
32,Mothers who had at least 4 antenatal care visits (%),76.0,63.7
33,Mothers whose last birth was protected against neonatal tetanus (%),94.4,96.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),71.0,40.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),54.8,23.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,93.6
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.5,83.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,296","3,862"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.6,na
41,Institutional births (%),96.6,94.3
42,Institutional births in public facility (%),54.5,48.6
43,Home births that were conducted by skilled health personnel (%),2.3,2.4
44,Births attended by skilled health personnel (%),98.5,95.6
45,Births delivered by caesarean section (%),44.8,36.3
46,Births in a private health facility that were delivered by caesarean section (%),57.9,37.8
47,Births in a public health facility that were delivered by caesarean section (%),37.4,39.2
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),83.6,87.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.9),(91.7)
50,Children age 12-23 months who have received BCG (%),94.6,96.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),87.5,87.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.8,91.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.8,94.6
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),79.5,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.8,87.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),80.7,82.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.3,(82.4)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.8,(17.7)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.1,8.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,3.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),61.9,34.7
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet(%),10.2,2.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet(%),13.0,3.6
72,Children under 5 years who are stunted (height-for-age) (%),30.0,18.7
73,Children under 5 years who are wasted (weight-for-height) (%),7.1,14.2
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.3,3.7
75,Children under 5 years who are underweight (weight-for-age) (%),18.2,17.1
76,Children under 5 years who are overweight (weight-for-height) (%),4.6,0.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.8,13.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),48.2,41.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),66.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.5,62.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.7,53.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(44.1)
83,All women age 15-49 years who are anaemic (%),65.1,53.3
84,All women age 15-19 years who are anaemic (%),59.7,45.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.5,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),9.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.2,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),8.2,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),31.8,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.1,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),35.1,na
97,Ever undergone a screening test for cervical cancer (%),2.3,na
98,Ever undergone a breast examination for breast cancer (%),0.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.8,na
100,Women age 15 years and above who use any kind of tobacco (%),0.2,na
101,Men age 15 years and above who use any kind of tobacco (%),12.3,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),23.6,na
