Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),81.4,82.0
Population below age 15 years (%),21.3,23.0
"Sex ratio of the total population (females per 1,000 males)",918,862
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",964,827
Children under age 5 years whose birth was registered with the civil authority (%),97.8,98.2
Deaths in the last 3 years registered with the civil authority (%),95.6,na
Population living in households with electricity (%),99.7,100.0
Population living in households with an improved drinking-water source (%),99.9,100.0
Population living in households that use an improved sanitation facility(%),84.6,84.4
Households using clean fuel for cooking (%),83.2,76.8
Households using iodized salt (%),94.9,98.6
Households with any usual member covered under a health insurance/financing scheme (%),25.2,24.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.2,na
Women who are literate (%),82.4,na
Women with 10 or more years of schooling (%),61.6,62.5
Women age 20-24 years married before age 18 years (%),6.5,6.4
Births in the 5 years preceding the survey that are third or higher order (%),0.8,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.8,2.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),95.7,89.8
Any method (%),69.8,72.8
Any modern method (%),50.5,61.7
Female sterilization (%),21.2,34.2
Male sterilization (%),0.3,0.6
IUD/PPIUD (%),1.8,7.2
Pill (%),0.5,1.8
Condom (%),26.6,18.0
Injectables (%),0.0,0.0
Total unmet need(%),8.3,5.0
Unmet need for spacing (%),3.8,2.1
Health worker ever talked to female non-users about family planning (%),25.1,18.7
Current users ever told about side effects of current method (%),(88.9),60.9
Mothers who had an antenatal check-up in the first trimester (%),61.8,79.9
Mothers who had at least 4 antenatal care visits (%),65.2,69.9
Mothers whose last birth was protected against neonatal tetanus (%),90.7,98.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),67.1,42.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),48.7,18.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,94.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.5,83.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,157","1,269"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.7)
