,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),80.3,77.3
2,Population below age 15 years (%),16.3,23.0
3,"Sex ratio of the total population (females per 1,000 males)","1,069","1,134"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",948,984
5,Children under age 5 years whose birth was registered with the civil authority (%),97.8,98.8
6,Deaths in the last 3 years registered with the civil authority (%),95.5,na
7,Population living in households with electricity (%),99.2,96.9
8,Population living in households with an improved drinking-water source (%),90.9,86.4
9,Population living in households that use an improved sanitation facility(%),85.6,67.0
10,Households using clean fuel for cooking (%),58.1,34.2
11,Households using iodized salt (%),91.1,85.1
12,Households with any usual member covered under a health insurance/financing scheme (%),16.6,9.8
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(26.6),na
15,Women who are literate (%),87.2,na
16,Women with 10 or more years of schooling (%),41.2,33.0
18,Women age 20-24 years married before age 18 years (%),4.4,8.6
19,Births in the 5 years preceding the survey that are third or higher order (%),0.7,0.8
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.2,2.3
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.6,54.2
23,Any method (%),62.3,38.3
24,Any modern method (%),60.5,38.3
25,Female sterilization (%),50.1,34.0
26,Male sterilization (%),0.0,0.2
27,IUD/PPIUD (%),1.6,0.5
28,Pill (%),1.0,0.7
29,Condom (%),7.6,2.8
30,Injectables (%),0.0,0.0
32,Total unmet need(%),10.4,15.8
33,Unmet need for spacing (%),3.8,6.6
35,Health worker ever talked to female non-users about family planning (%),22.0,14.7
36,Current users ever told about side effects of current method (%),(57.5),(37.0)
39,Mothers who had an antenatal check-up in the first trimester (%),64.6,66.7
40,Mothers who had at least 4 antenatal care visits (%),78.6,72.0
41,Mothers whose last birth was protected against neonatal tetanus (%),93.2,85.7
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.6,52.4
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.3,43.3
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.0,97.9
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.7,79.8
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,096","4,895"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.2,na
52,Institutional births (%),97.8,97.8
53,Institutional births in public facility (%),53.5,41.2
54,Home births that were conducted by skilled health personnel (%),0.7,1.3
55,Births attended by skilled health personnel (%),95.6,81.3
56,Births delivered by caesarean section (%),30.8,22.3
57,Births in a private health facility that were delivered by caesarean section (%),35.7,27.8
58,Births in a public health facility that were delivered by caesarean section (%),28.0,15.8
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(77.2),(73.1)
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.2),*
63,Children age 12-23 months who have received BCG (%),(89.9),(92.4)
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),(85.6),(85.2)
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(85.3),(78.5)
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(86.2),(92.4)
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(36.9),na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(5.8),na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(79.0),(75.6)
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.3,78.8
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(97.6),(88.2)
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(5.0)
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,7.9
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,4.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(88.7)
82,Children under age 3 years breastfed within one hour of birth (%),45.7,58.1
83,Children under age 6 months exclusively breastfed (%),*,*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(9.8),(8.4)
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet  (%),(8.6),(9.1)
88,Children under 5 years who are stunted (height-for-age) (%),31.7,28.3
89,Children under 5 years who are wasted (weight-for-height) (%),23.7,22.3
90,Children under 5 years who are severely wasted (weight-for-height) (%),12.6,6.4
91,Children under 5 years who are underweight (weight-for-age) (%),29.5,28.9
92,Children under 5 years who are overweight (weight-for-height) (%),3.8,3.5
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.8,31.7
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.7,16.6
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.2,na
