Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),80.4,77.3
Population below age 15 years (%),21.6,23.3
"Sex ratio of the total population (females per 1,000 males)",994,1037
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,050","1,009"
Children under age 5 years whose birth was registered with the civil authority (%),99.6,99.4
Deaths in the last 3 years registered with the civil authority (%),90.7,na
Population living in households with electricity (%),98.2,97.0
Population living in households with an improved drinking-water source (%),91.6,78.9
Population living in households that use an improved sanitation facility(%),74.3,57.7
Households using clean fuel for cooking (%),68.0,23.8
Households using iodized salt (%),98.0,98.8
Households with any usual member covered under a health insurance/financing scheme (%),30.6,16.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.3,na
Women who are literate (%),87.5,na
Women with 10 or more years of schooling (%),54.1,43.9
Women age 20-24 years married before age 18 years (%),6.5,5.7
Births in the 5 years preceding the survey that are third or higher order (%),1.6,1.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,4.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.6,60.4
Any method (%),78.3,67.7
Any modern method (%),77.8,65.6
Female sterilization (%),62.3,55.0
Male sterilization (%),5.8,6.8
IUD/PPIUD (%),0.9,0.0
Pill (%),1.1,0.3
Condom (%),6.6,3.5
Injectables (%),0.3,0.0
Total unmet need(%),7.8,8.8
Unmet need for spacing (%),2.4,4.2
Health worker ever talked to female non-users about family planning (%),36.4,21.3
Current users ever told about side effects of current method (%),61.7,36.1
Mothers who had an antenatal check-up in the first trimester (%),69.0,68.9
Mothers who had at least 4 antenatal care visits (%),66.2,76.0
Mothers whose last birth was protected against neonatal tetanus (%),98.3,95.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.0,70.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.0,48.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,96.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),90.0,68.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,684","1,447"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.2,na
Institutional births (%),99.1,93.3
Institutional births in public facility (%),88.6,79.1
Home births that were conducted by skilled health personnel (%),0.9,3.6
Births attended by skilled health personnel (%),98.3,93.0
Births delivered by caesarean section (%),27.0,16.3
Births in a private health facility that were delivered by caesarean section (%),*,(60.1)
Births in a public health facility that were delivered by caesarean section (%),22.1,9.8
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(88.2),74.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(90.4),(79.9)
Children age 12-23 months who have received BCG (%),(95.8),91.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),(91.1),82.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(91.1),87.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(93.0),85.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(31.4),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.6),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(89.5),76.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.4,76.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,4.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.6,1.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(73.6),*
Children under age 3 years breastfed within one hour of birth (%),58.9,69.8
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.3,3.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),7.2,6.1
Children under 5 years who are stunted (height-for-age) (%),36.9,34.7
Children under 5 years who are wasted (weight-for-height) (%),23.7,29.7
Children under 5 years who are severely wasted (weight-for-height) (%),11.1,13.3
Children under 5 years who are underweight (weight-for-age) (%),35.6,40.1
Children under 5 years who are overweight (weight-for-height) (%),8.3,0.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.4,35.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.4,6.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),78.0,57.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.9,54.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(43.6),(58.7)
All women age 15-49 years who are anaemic (%),60.4,55.1
All women age 15-19 years who are anaemic (%),65.2,52.8
Women - Blood sugar level - high (141-160 mg/dl)(%),3.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),3.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.5,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.9,na
  Ever undergone a screening test for cervical cancer (%),0.9,na
  Ever undergone a breast examination for breast cancer (%),0.6,na
Ever undergone an oral cavity examination for oral cancer (%),0.7,na
Women age 15 years and above who use any kind of tobacco (%),17.2,na
Men age 15 years and above who use any kind of tobacco (%),55.1,na
Women age 15 years and above who consume alcohol (%),0.4,na
Men age 15 years and above who consume alcohol (%),22.6,na
