Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.1,68.5
Population below age 15 years (%),24.8,29.6
"Sex ratio of the total population (females per 1,000 males)",970,"1,000"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",888,961
Children under age 5 years whose birth was registered with the civil authority (%),97.8,94.1
Deaths in the last 3 years registered with the civil authority (%),75.6,na
Population living in households with electricity (%),96.4,90.6
Population living in households with an improved drinking-water source (%),94.8,91.3
Population living in households that use an improved sanitation facility(%),68.0,45.5
Households using clean fuel for cooking (%),64.5,32.4
Households using iodized salt (%),96.9,95.8
Households with any usual member covered under a health insurance/financing scheme (%),15.7,18.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.2,na
Women who are literate (%),71.9,na
Women with 10 or more years of schooling (%),31.6,27.3
Women age 20-24 years married before age 18 years (%),32.2,43.1
Births in the 5 years preceding the survey that are third or higher order (%),1.7,3.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.7,11.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.8,40.5
Any method (%),68.1,60.9
Any modern method (%),67.3,59.5
Female sterilization (%),58.5,54.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.5,1.0
Pill (%),1.6,0.9
Condom (%),5.3,3.5
Injectables (%),0.0,0.0
Total unmet need(%),9.2,10.4
Unmet need for spacing (%),4.3,5.0
Health worker ever talked to female non-users about family planning (%),15.3,21.7
Current users ever told about side effects of current method (%),49.9,22.3
Mothers who had an antenatal check-up in the first trimester (%),62.5,71.3
Mothers who had at least 4 antenatal care visits (%),53.5,70.5
Mothers whose last birth was protected against neonatal tetanus (%),89.8,93.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),21.7,39.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.8,26.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.7,91.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),76.1,65.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,964","1,982"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(4.9)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.3,na
Institutional births (%),94.8,84.3
Institutional births in public facility (%),66.7,50.7
Home births that were conducted by skilled health personnel (%),0.9,5.3
Births attended by skilled health personnel (%),92.6,89.2
Births delivered by caesarean section (%),14.0,13.6
Births in a private health facility that were delivered by caesarean section (%),28.8,24.8
Births in a public health facility that were delivered by caesarean section (%),8.9,10.3
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),75.7,51.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.9,67.9
Children age 12-23 months who have received BCG (%),93.8,88.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),82.3,66.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),79.9,71.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.2,82.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),35.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),2.5,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),76.9,60.4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.5,68.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),93.0,94.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),7.0,5.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),14.4,11.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(60.4),(49.9)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(19.9),(8.5)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(79.1),(82.1)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0,1.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),81.6,86.2
Children under age 3 years breastfed within one hour of birth (%),52.7,64.5
Children under age 6 months exclusively breastfed (%),*,(74.7)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.7,0.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),3.8,3.3
Children under 5 years who are stunted (height-for-age) (%),36.0,40.4
Children under 5 years who are wasted (weight-for-height) (%),19.0,20.1
Children under 5 years who are severely wasted (weight-for-height) (%),8.7,6.2
Children under 5 years who are underweight (weight-for-age) (%),35.2,34.4
Children under 5 years who are overweight (weight-for-height) (%),3.5,2.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.9,29.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.2,13.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),37.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.1,53.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.5,46.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(52.9),64.9
All women age 15-49 years who are anaemic (%),57.3,47.5
All women age 15-19 years who are anaemic (%),63.1,47.7
Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.3,na
  Ever undergone a screening test for cervical cancer (%),1.6,na
  Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),5.7,na
Men age 15 years and above who use any kind of tobacco (%),36.7,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),14.1,na
