,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),86.2,83.0
1,Population below age 15 years (%),21.1,22.9
2,"Sex ratio of the total population (females per 1,000 males)",994,979
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,090","1,052"
4,Children under age 5 years whose birth was registered with the civil authority (%),97.1,97.9
5,Deaths in the last 3 years registered with the civil authority (%),89.5,na
6,Population living in households with electricity (%),99.1,93.6
7,Population living in households with an improved drinking-water source (%),95.8,95.3
8,Population living in households that use an improved sanitation facility(%),75.7,67.7
9,Households using clean fuel for cooking (%),71.7,50.3
10,Households using iodized salt (%),98.5,97.1
11,Households with any usual member covered under a health insurance/financing scheme (%),31.9,24.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.4,na
13,Women who are literate (%),87.8,na
14,Women with 10 or more years of schooling (%),55.0,49.0
15,Women age 20-24 years married before age 18 years (%),9.8,14.0
16,Births in the 5 years preceding the survey that are third or higher order (%),2.2,0.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.6,4.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),83.0,59.9
19,Any method (%),79.2,72.4
20,Any modern method (%),77.7,70.7
21,Female sterilization (%),56.4,56.3
22,Male sterilization (%),1.3,2.1
23,IUD/PPIUD (%),1.3,1.8
24,Pill (%),3.7,1.9
25,Condom (%),14.4,8.6
26,Injectables (%),0.3,0.0
27,Total unmet need(%),4.6,6.7
28,Unmet need for spacing (%),2.5,3.7
29,Health worker ever talked to female non-users about family planning (%),20.0,19.4
30,Current users ever told about side effects of current method (%),52.8,26.7
31,Mothers who had an antenatal check-up in the first trimester (%),89.1,68.2
32,Mothers who had at least 4 antenatal care visits (%),71.7,75.7
33,Mothers whose last birth was protected against neonatal tetanus (%),93.8,97.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.1,50.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.7,35.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,94.0
37,days of delivery (%),80.2,69.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,557","6,546"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),79.4,na
41,Institutional births (%),91.3,93.0
42,Institutional births in public facility (%),65.4,60.9
43,Home births that were conducted by skilled health personnel (%),1.8,2.2
44,Births attended by skilled health personnel (%),89.7,88.8
45,Births delivered by caesarean section (%),30.2,18.4
46,Births in a private health facility that were delivered by caesarean section (%),58.9,32.9
47,Births in a public health facility that were delivered by caesarean section (%),22.7,12.9
48,mother's recall (%),(92.5),(64.7)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.5),(77.5)
50,Children age 12-23 months who have received BCG (%),(100.0),(91.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(92.5),(73.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(95.9),(78.1)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.9),(89.7)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(40.2),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.1),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(89.1),(72.5)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),85.9,77.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(95.5)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(4.6)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.6,8.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(61.5),*
