,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),88.5,82.9
1,Population below age 15 years (%),20.2,22.4
2,"Sex ratio of the total population (females per 1,000 males)",921,869
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",703,932
4,Children under age 5 years whose birth was registered with the civil authority (%),93.6,93.8
5,Deaths in the last 3 years registered with the civil authority (%),(92.7),na
6,Population living in households with electricity (%),99.2,93.3
7,Population living in households with an improved drinking-water source (%),99.8,99.7
8,Population living in households that use an improved sanitation facility(%),62.6,25.9
9,Households using clean fuel for cooking (%),98.7,87.1
10,Households using iodized salt (%),99.5,99.6
11,Households with any usual member covered under a health insurance/financing scheme (%),20.2,12.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(30.8),na
13,Women who are literate (%),91.6,na
14,Women with 10 or more years of schooling (%),65.7,43.3
15,Women age 20-24 years married before age 18 years (%),10.0,17.8
16,Births in the 5 years preceding the survey that are third or higher order (%),1.3,4.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.5,9.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.2,80.4
19,Any method (%),64.6,64.9
20,Any modern method (%),58.7,59.6
21,Female sterilization (%),37.5,43.5
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),2.2,1.6
24,Pill (%),0.9,5.3
25,Condom (%),18.0,8.9
26,Injectables (%),0.0,0.0
27,Total unmet need(%),10.4,12.3
28,Unmet need for spacing (%),3.4,5.2
29,Health worker ever talked to female non-users about family planning (%),20.4,24.9
30,Current users ever told about side effects of current method (%),(48.2),58.8
31,Mothers who had an antenatal check-up in the first trimester (%),58.1,57.5
32,Mothers who had at least 4 antenatal care visits (%),72.2,82.0
33,Mothers whose last birth was protected against neonatal tetanus (%),90.1,87.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.8,36.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),30.2,20.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.6,89.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.5,81.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"(3,943)","3,079"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),97.2,na
41,Institutional births (%),98.1,93.9
42,Institutional births in public facility (%),56.0,51.9
43,Home births that were conducted by skilled health personnel (%),0.5,4.4
44,Births attended by skilled health personnel (%),98.5,97.9
45,Births delivered by caesarean section (%),31.7,18.9
46,Births in a private health facility that were delivered by caesarean section (%),(41.9),30.3
47,Births in a public health facility that were delivered by caesarean section (%),25.1,11.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),*,(50.1)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,*
50,Children age 12-23 months who have received BCG (%),*,(75.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),*,(56.3)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,(65.7)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,(69.2)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,(44.2)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),(73.6),85.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,(85.4)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,(14.6)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.7,5.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.7,1.6
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),56.8,58.0
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(17.8),(14.2)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),(17.8),(14.2)
72,Children under 5 years who are stunted (height-for-age) (%),37.2,21.3
73,Children under 5 years who are wasted (weight-for-height) (%),18.6,20.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.2,11.9
75,Children under 5 years who are underweight (weight-for-age) (%),24.6,28.9
76,Children under 5 years who are overweight (weight-for-height) (%),10.5,2.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.2,15.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.4,36.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.6,70.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.7,50.3
