,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),78.4,72.6
1,Population below age 15 years (%),27.4,28.6
2,"Sex ratio of the total population (females per 1,000 males)",978,923
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",875,"1,130"
4,Children under age 5 years whose birth was registered with the civil authority (%),94.5,93.6
5,Deaths in the last 3 years registered with the civil authority (%),83.2,na
6,Population living in households with electricity (%),97.0,97.0
7,Population living in households with an improved drinking-water source (%),91.7,93.8
8,Population living in households that use an improved sanitation facility(%),69.1,48.3
9,Households using clean fuel for cooking (%),78.4,54.6
10,Households using iodized salt (%),98.9,98.2
11,Households with any usual member covered under a health insurance/financing scheme (%),12.4,9.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),31.6,na
13,Women who are literate (%),83.1,na
14,Women with 10 or more years of schooling (%),48.4,41.3
15,Women age 20-24 years married before age 18 years (%),35.8,46.2
16,Births in the 5 years preceding the survey that are third or higher order (%),1.0,1.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.4,14.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.3,70.1
19,Any method (%),48.1,64.6
20,Any modern method (%),46.0,63.0
21,Female sterilization (%),28.8,42.0
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),2.4,2.4
24,Pill (%),2.8,5.4
25,Condom (%),11.7,12.2
26,Injectables (%),0.3,0.7
27,Total unmet need(%),17.1,9.1
28,Unmet need for spacing (%),5.1,3.1
29,Health worker ever talked to female non-users about family planning (%),11.8,22.7
30,Current users ever told about side effects of current method (%),44.4,50.8
31,Mothers who had an antenatal check-up in the first trimester (%),65.2,69.6
32,Mothers who had at least 4 antenatal care visits (%),57.2,70.6
33,Mothers whose last birth was protected against neonatal tetanus (%),86.2,92.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),14.5,19.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.9,4.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.0,93.1
37,days of delivery (%),76.4,87.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,039","2,924"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),82.6,na
41,Institutional births (%),94.8,93.5
42,Institutional births in public facility (%),61.1,41.3
43,Home births that were conducted by skilled health personnel (%),3.1,2.9
44,Births attended by skilled health personnel (%),96.3,95.6
45,Births delivered by caesarean section (%),17.5,14.4
46,Births in a private health facility that were delivered by caesarean section (%),19.5,20.8
47,Births in a public health facility that were delivered by caesarean section (%),17.9,8.6
48,mother's recall (%),56.7,59.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(81.7),(84.8)
50,Children age 12-23 months who have received BCG (%),94.2,94.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),62.4,69.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.0,85.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.5,84.6
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),11.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),27.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),75.4,64.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.2,80.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.4,(88.2)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.6,(11.8)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),12.6,9.1
