,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),76.0,75.7
1,Population below age 15 years (%),22.0,26.3
2,"Sex ratio of the total population (females per 1,000 males)",948,949
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",991,902
4,Children under age 5 years whose birth was registered with the civil authority (%),95.8,93.7
5,Deaths in the last 3 years registered with the civil authority (%),85.3,na
6,Population living in households with electricity (%),97.2,95.6
7,Population living in households with an improved drinking-water source (%),73.7,87.7
8,Population living in households that use an improved sanitation facility(%),61.5,44.2
9,Households using clean fuel for cooking (%),61.4,33.9
10,Households using iodized salt (%),96.5,97.2
11,Households with any usual member covered under a health insurance/financing scheme (%),24.1,17.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),23.2,na
13,Women who are literate (%),78.0,na
14,Women with 10 or more years of schooling (%),42.0,38.4
15,Women age 20-24 years married before age 18 years (%),27.7,26.9
16,Births in the 5 years preceding the survey that are third or higher order (%),3.0,2.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),14.3,7.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.5,65.9
19,Any method (%),71.3,75.5
20,Any modern method (%),68.3,74.6
21,Female sterilization (%),54.8,62.0
22,Male sterilization (%),0.3,0.3
23,IUD/PPIUD (%),1.3,1.1
24,Pill (%),0.9,0.3
25,Condom (%),10.7,10.5
26,Injectables (%),0.1,0.2
27,Total unmet need(%),8.0,6.5
28,Unmet need for spacing (%),4.0,3.7
29,Health worker ever talked to female non-users about family planning (%),14.2,20.3
30,Current users ever told about side effects of current method (%),37.9,51.0
31,Mothers who had an antenatal check-up in the first trimester (%),63.4,72.4
32,Mothers who had at least 4 antenatal care visits (%),60.0,67.5
33,Mothers whose last birth was protected against neonatal tetanus (%),79.5,95.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),44.5,37.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.4,19.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,92.7
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.4,75.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,071","2,147"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(5.6)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.4,na
41,Institutional births (%),92.9,84.0
42,Institutional births in public facility (%),65.1,51.8
43,Home births that were conducted by skilled health personnel (%),1.8,4.2
44,Births attended by skilled health personnel (%),83.1,82.2
45,Births delivered by caesarean section (%),18.0,11.0
46,Births in a private health facility that were delivered by caesarean section (%),31.3,23.6
47,Births in a public health facility that were delivered by caesarean section (%),14.3,6.6
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),71.6,(67.9)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(75.5),(80.1)
50,Children age 12-23 months who have received BCG (%),96.4,(93.1)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),79.0,(85.9)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.6,(89.4)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.0,(79.7)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),65.6,(85.1)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.9,67.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,(93.1)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(6.9)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),19.2,7.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),57.9,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),18.6,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),79.5,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.1,1.4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),79.4,(96.9)
66,Children under age 3 years breastfed within one hour of birth (%),68.8,60.5
67,Children under age 6 months exclusively breastfed (%),(85.9),(60.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.8,11.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),3.3,10.4
72,Children under 5 years who are stunted (height-for-age) (%),35.3,41.1
73,Children under 5 years who are wasted (weight-for-height) (%),31.7,32.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),15.2,14.8
75,Children under 5 years who are underweight (weight-for-age) (%),39.3,42.9
76,Children under 5 years who are overweight (weight-for-height) (%),6.9,3.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.1,26.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.2,11.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),18.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.4,60.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.0,35.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(33.8),(39.7)
83,All women age 15-49 years who are anaemic (%),56.4,35.5
84,All women age 15-19 years who are anaemic (%),53.9,37.6
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.0,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.0,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.1,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.5,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.4,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.9,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0,na
97,  Ever undergone a screening test for cervical cancer (%),1.8,na
98,  Ever undergone a breast examination for breast cancer (%),0.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.9,na
100,Women age 15 years and above who use any kind of tobacco (%),14.3,na
101,Men age 15 years and above who use any kind of tobacco (%),39.1,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),11.3,na
