,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.3,81.1
1,Population below age 15 years (%),22.5,23.6
2,"Sex ratio of the total population (females per 1,000 males)","1,004","1,020"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",897,"1,204"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.5,99.6
5,Deaths in the last 3 years registered with the civil authority (%),94.4,na
6,Population living in households with electricity (%),98.8,97.3
7,Population living in households with an improved drinking-water source (%),92.0,88.5
8,Population living in households that use an improved sanitation facility(%),81.8,70.2
9,Households using clean fuel for cooking (%),71.4,47.7
10,Households using iodized salt (%),95.4,99.0
11,Households with any usual member covered under a health insurance/financing scheme (%),30.0,16.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.1,na
13,Women who are literate (%),89.1,na
14,Women with 10 or more years of schooling (%),53.9,57.7
15,Women age 20-24 years married before age 18 years (%),1.5,4.5
16,Births in the 5 years preceding the survey that are third or higher order (%),1.2,0.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.0,2.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.1,77.0
19,Any method (%),77.5,77.4
20,Any modern method (%),75.6,73.1
21,Female sterilization (%),63.3,58.0
22,Male sterilization (%),2.5,8.0
23,IUD/PPIUD (%),1.1,0.4
24,Pill (%),1.6,0.9
25,Condom (%),6.7,5.8
26,Injectables (%),0.1,0.0
27,Total unmet need(%),6.1,5.6
28,Unmet need for spacing (%),2.4,2.6
29,Health worker ever talked to female non-users about family planning (%),30.5,24.7
30,Current users ever told about side effects of current method (%),51.6,46.0
31,Mothers who had an antenatal check-up in the first trimester (%),83.7,77.1
32,Mothers who had at least 4 antenatal care visits (%),79.0,83.4
33,Mothers whose last birth was protected against neonatal tetanus (%),94.8,96.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),64.4,40.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.0,22.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,99.4
37,days of delivery (%),87.5,86.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,584","2,163"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),90.1,na
41,Institutional births (%),100.0,98.7
42,Institutional births in public facility (%),94.1,79.0
43,Home births that were conducted by skilled health personnel (%),0.0,1.3
44,Births attended by skilled health personnel (%),98.4,100.0
45,Births delivered by caesarean section (%),31.3,25.9
46,Births in a private health facility that were delivered by caesarean section (%),*,(64.5)
47,Births in a public health facility that were delivered by caesarean section (%),30.0,16.7
48,mother's recall (%),(87.0),(81.1)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.9),(86.4)
50,Children age 12-23 months who have received BCG (%),(97.5),(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(89.5),(90.3)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(95.0),(93.2)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(94.9),(87.7)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(54.2),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(13.9),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(92.3),(93.2)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),83.9,83.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(93.5)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(6.6)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.9,8.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.7,0.9
65,health provider (%),(55.3),*
66,Children under age 3 years breastfed within one hour of birth (%),60.5,32.1
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.4,0.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),8.4,0.0
72,Children under 5 years who are stunted (height-for-age) (%),31.3,40.5
73,Children under 5 years who are wasted (weight-for-height) (%),28.4,16.2
74,Children under 5 years who are severely wasted (weight-for-height) (%),13.2,2.9
75,Children under 5 years who are underweight (weight-for-age) (%),33.9,32.5
76,Children under 5 years who are overweight (weight-for-height) (%),4.7,3.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.8,33.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.8,14.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),37.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),72.8,43.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.4,52.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(64.7),(47.7)
83,All women age 15-49 years who are anaemic (%),65.3,52.7
84,All women age 15-19 years who are anaemic (%),66.1,50.6
85,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.0,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
93,control blood pressure (%),21.8,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
96,control blood pressure (%),19.3,na
97,  Ever undergone a screening test for cervical cancer (%),0.7,na
98,  Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.5,na
100,Women age 15 years and above who use any kind of tobacco (%),19.7,na
101,Men age 15 years and above who use any kind of tobacco (%),60.7,na
102,Women age 15 years and above who consume alcohol (%),1.3,na
103,Men age 15 years and above who consume alcohol (%),26.0,na
