Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),86.3,85.2
Population below age 15 years (%),23.5,24.7
"Sex ratio of the total population (females per 1,000 males)",951,975
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",896,934
Children under age 5 years whose birth was registered with the civil authority (%),98.8,98.7
Deaths in the last 3 years registered with the civil authority (%),94.4,na
Population living in households with electricity (%),97.6,94.9
Population living in households with an improved drinking-water source (%),95.1,99.3
Population living in households that use an improved sanitation facility(%),69.5,49.8
Households using clean fuel for cooking (%),75.5,43.1
Households using iodized salt (%),95.2,98.7
Households with any usual member covered under a health insurance/financing scheme (%),40.1,16.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.2,na
Women who are literate (%),87.5,na
Women with 10 or more years of schooling (%),52.7,44.9
Women age 20-24 years married before age 18 years (%),13.5,13.2
Births in the 5 years preceding the survey that are third or higher order (%),2.0,1.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.7,6.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.7,58.7
Any method (%),77.0,67.4
Any modern method (%),72.8,65.7
Female sterilization (%),48.6,51.7
Male sterilization (%),0.6,0.4
IUD/PPIUD (%),2.9,1.2
Pill (%),3.8,2.2
Condom (%),16.3,9.9
Injectables (%),0.5,0.2
Total unmet need(%),6.8,8.3
Unmet need for spacing (%),3.7,3.6
Health worker ever talked to female non-users about family planning (%),33.8,19.8
Current users ever told about side effects of current method (%),59.5,30.1
Mothers who had an antenatal check-up in the first trimester (%),75.1,80.8
Mothers who had at least 4 antenatal care visits (%),76.3,80.4
Mothers whose last birth was protected against neonatal tetanus (%),92.9,95.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),60.6,33.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),40.4,26.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,91.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),82.3,80.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,753","1,759"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.2,na
Institutional births (%),97.7,92.0
Institutional births in public facility (%),65.9,56.2
Home births that were conducted by skilled health personnel (%),0.9,2.4
Births attended by skilled health personnel (%),86.4,94.4
Births delivered by caesarean section (%),29.1,23.7
Births in a private health facility that were delivered by caesarean section (%),42.0,37.1
Births in a public health facility that were delivered by caesarean section (%),23.9,18.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),69.5,50.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),66.1,(52.1)
Children age 12-23 months who have received BCG (%),97.8,90.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),77.0,76.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.1,70.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.8,83.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),25.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),10.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),71.6,63.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.3,79.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),89.8,88.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),10.2,11.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),12.0,11.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(70.6),(74.4)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(41.1),(26.1)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(77.3),(89.3)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.5,2.4
