,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.2,77.3
1,Population below age 15 years (%),20.7,22.0
2,"Sex ratio of the total population (females per 1,000 males)","1,025",978
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",937,651
4,Children under age 5 years whose birth was registered with the civil authority (%),96.6,96.3
5,Deaths in the last 3 years registered with the civil authority (%),98.2,na
6,Population living in households with electricity (%),98.8,97.1
7,Population living in households with an improved drinking-water source (%),97.3,95.8
8,Population living in households that use an improved sanitation facility(%),82.0,68.3
9,Households using clean fuel for cooking (%),84.7,64.0
10,Households using iodized salt (%),97.7,94.9
11,Households with any usual member covered under a health insurance/financing scheme (%),16.5,10.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(20.9),na
13,Women who are literate (%),90.7,na
14,Women with 10 or more years of schooling (%),53.8,44.3
15,Women age 20-24 years married before age 18 years (%),21.0,30.9
16,Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.8,9.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),91.9,66.2
19,Any method (%),71.4,53.7
20,Any modern method (%),69.2,53.2
21,Female sterilization (%),60.2,47.6
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.4,1.7
24,Pill (%),1.7,0.5
25,Condom (%),6.6,3.4
26,Injectables (%),0.0,0.0
27,Total unmet need(%),8.1,11.2
28,Unmet need for spacing (%),3.5,3.5
29,Health worker ever talked to female non-users about family planning (%),27.9,13.1
30,Current users ever told about side effects of current method (%),52.4,35.7
31,Mothers who had an antenatal check-up in the first trimester (%),71.5,60.6
32,Mothers who had at least 4 antenatal care visits (%),81.8,69.1
33,Mothers whose last birth was protected against neonatal tetanus (%),88.3,89.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,46.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.4,39.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.3,86.4
37,days of delivery (%),95.2,78.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,958","2,452"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),91.5,na
41,Institutional births (%),99.2,95.4
42,Institutional births in public facility (%),45.6,42.9
43,Home births that were conducted by skilled health personnel (%),0.0,0.4
44,Births attended by skilled health personnel (%),93.6,83.8
45,Births delivered by caesarean section (%),38.1,30.7
46,Births in a private health facility that were delivered by caesarean section (%),55.8,48.0
47,Births in a public health facility that were delivered by caesarean section (%),18.1,12.9
48,mother's recall (%),(67.2),(46.9)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(78.0),*
50,Children age 12-23 months who have received BCG (%),(88.6),(84.9)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(74.5),(69.2)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(78.8),(70.2)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(76.4),(77.2)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(24.2),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(71.8),(72.1)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),66.0,75.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(92.5),(88.3)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(7.5),(11.7)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.9,12.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
