,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),63.5,54.8
1,Population below age 15 years (%),26.6,30.7
2,"Sex ratio of the total population (females per 1,000 males)",961,"1,019"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",885,"1,023"
4,Children under age 5 years whose birth was registered with the civil authority (%),94.6,84.1
5,Deaths in the last 3 years registered with the civil authority (%),84.2,na
6,Population living in households with electricity (%),96.2,74.2
7,Population living in households with an improved drinking-water source (%),94.6,81.9
8,Population living in households that use an improved sanitation facility(%),54.1,24.8
9,Households using clean fuel for cooking (%),40.3,19.1
10,Households using iodized salt (%),97.6,98.5
11,Households with any usual member covered under a health insurance/financing scheme (%),15.3,12.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),20.0,na
13,Women who are literate (%),57.7,na
14,Women with 10 or more years of schooling (%),29.9,24.8
15,Women age 20-24 years married before age 18 years (%),24.0,22.9
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,2.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.6,10.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),47.5,29.6
19,Any method (%),62.6,55.3
20,Any modern method (%),61.2,53.3
21,Female sterilization (%),50.7,47.8
22,Male sterilization (%),2.0,1.2
23,IUD/PPIUD (%),1.2,0.3
24,Pill (%),3.4,1.0
25,Condom (%),3.6,2.9
26,Injectables (%),0.1,0.2
27,Total unmet need(%),9.7,11.7
28,Unmet need for spacing (%),3.7,4.8
29,Health worker ever talked to female non-users about family planning (%),11.8,21.0
30,Current users ever told about side effects of current method (%),50.3,29.6
31,Mothers who had an antenatal check-up in the first trimester (%),51.0,53.7
32,Mothers who had at least 4 antenatal care visits (%),58.2,52.5
33,Mothers whose last birth was protected against neonatal tetanus (%),91.0,81.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.3,39.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),25.3,25.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,75.1
37,days of delivery (%),74.4,53.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,313","15,103"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.3,5.0
40,days of delivery (%),74.2,na
41,Institutional births (%),76.3,55.5
42,Institutional births in public facility (%),60.7,40.8
43,Home births that were conducted by skilled health personnel (%),7.0,9.8
44,Births attended by skilled health personnel (%),77.9,62.4
45,Births delivered by caesarean section (%),7.9,4.5
46,Births in a private health facility that were delivered by caesarean section (%),29.0,23.3
47,Births in a public health facility that were delivered by caesarean section (%),5.6,2.7
48,mother's recall (%),72.4,32.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),77.9,(68.2)
50,Children age 12-23 months who have received BCG (%),95.9,73.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),77.0,38.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.5,48.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.5,70.1
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),11.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),69.1,43.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.2,73.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.6,(93.8)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.4,(6.2)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.8,6.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(64.7),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(29.1),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(88.4),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.7,2.4
65,health provider (%),77.2,(73.0)
66,Children under age 3 years breastfed within one hour of birth (%),51.9,64.9
67,Children under age 6 months exclusively breastfed (%),(86.6),(68.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),11.0,3.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),9.6,2.5
72,Children under 5 years who are stunted (height-for-age) (%),45.8,47.6
73,Children under 5 years who are wasted (weight-for-height) (%),30.7,39.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),13.5,15.1
75,Children under 5 years who are underweight (weight-for-age) (%),57.2,55.4
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,2.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),36.1,42.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),12.9,9.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),47.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79.3,60.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.1,59.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(68.2),(65.9)
83,All women age 15-49 years who are anaemic (%),64.2,60.2
84,All women age 15-19 years who are anaemic (%),69.2,64.3
85,Blood sugar level - high (141-160 mg/dl)(%),5.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.3,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.6,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.5,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,na
93,control blood pressure (%),23.5,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.8,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
96,control blood pressure (%),24.6,na
97,  Ever undergone a screening test for cervical cancer (%),0.7,na
98,  Ever undergone a breast examination for breast cancer (%),1.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),26.7,na
101,Men age 15 years and above who use any kind of tobacco (%),42.6,na
102,Women age 15 years and above who consume alcohol (%),2.8,na
103,Men age 15 years and above who consume alcohol (%),13.1,na
