,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.1,65.5
1,Population below age 15 years (%),22.7,22.0
2,"Sex ratio of the total population (females per 1,000 males)","1,048",968
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,098","1,162"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.6,99.2
5,Deaths in the last 3 years registered with the civil authority (%),92.2,na
6,Population living in households with electricity (%),95.8,93.7
7,Population living in households with an improved drinking-water source (%),83.0,85.4
8,Population living in households that use an improved sanitation facility(%),62.4,32.3
9,Households using clean fuel for cooking (%),60.5,22.4
10,Households using iodized salt (%),97.7,98.2
11,Households with any usual member covered under a health insurance/financing scheme (%),33.3,19.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.8,na
13,Women who are literate (%),79.4,na
14,Women with 10 or more years of schooling (%),42.3,35.9
15,Women age 20-24 years married before age 18 years (%),10.1,8.8
16,Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.1,1.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.9,65.6
19,Any method (%),76.5,75.1
20,Any modern method (%),76.0,73.8
21,Female sterilization (%),50.6,62.8
22,Male sterilization (%),13.0,5.6
23,IUD/PPIUD (%),0.6,0.8
24,Pill (%),1.2,0.7
25,Condom (%),10.1,3.9
26,Injectables (%),0.2,0.0
27,Total unmet need(%),5.6,5.5
28,Unmet need for spacing (%),3.2,3.5
29,Health worker ever talked to female non-users about family planning (%),32.7,28.3
30,Current users ever told about side effects of current method (%),58.3,59.5
31,Mothers who had an antenatal check-up in the first trimester (%),84.6,82.0
32,Mothers who had at least 4 antenatal care visits (%),86.8,76.6
33,Mothers whose last birth was protected against neonatal tetanus (%),91.4,98.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),70.8,48.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.8,36.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,94.8
37,days of delivery (%),91.5,71.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,847",910
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),93.7,na
41,Institutional births (%),97.3,87.7
42,Institutional births in public facility (%),90.5,70.0
43,Home births that were conducted by skilled health personnel (%),1.8,6.5
44,Births attended by skilled health personnel (%),98.2,94.2
45,Births delivered by caesarean section (%),17.3,11.0
46,Births in a private health facility that were delivered by caesarean section (%),*,(33.7)
47,Births in a public health facility that were delivered by caesarean section (%),12.5,7.2
48,mother's recall (%),(97.9),(82.0)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.6),(97.7)
50,Children age 12-23 months who have received BCG (%),(100.0),(96.9)
