Indicator,NFHS-5,NFHS-4
Population below age 15 years (%),,22.6
"Sex ratio of the total population (females per 1,000 males)",,963
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",,747
Children under age 5 years whose birth was registered with the civil authority (%),,98.8
Deaths in the last 3 years registered with the civil authority (%),,91.7
Population living in households with electricity (%),,97.7
Population living in households with an improved drinking-water source (%),,91.1
Population living in households that use an improved sanitation facility(%),,75.1
Households using clean fuel for cooking (%),,75.0
Households using iodized salt (%),,86.5
Households with any usual member covered under a health insurance/financing scheme (%),,18.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),,33.8
Women who are literate (%),,77.6
Women with 10 or more years of schooling (%),,48.3
Women age 20-24 years married before age 18 years (%),,14.6
Births in the 5 years preceding the survey that are third or higher order (%),,0.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),,4.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),,83.8
Any method (%),,71.8
Any modern method (%),,66.0
Female sterilization (%),,49.6
Male sterilization (%),,0.1
IUD/PPIUD (%),,1.2
Pill (%),,1.9
Condom (%),,12.4
Injectables (%),,0.2
Total unmet need(%),,8.2
Unmet need for spacing (%),,4.0
Health worker ever talked to female non-users about family planning (%),,21.6
Current users ever told about side effects of current method (%),,53.0
Mothers who had an antenatal check-up in the first trimester (%),,84.7
Mothers who had at least 4 antenatal care visits (%),,86.3
Mothers whose last birth was protected against neonatal tetanus (%),,94.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),,65.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),,44.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),,92.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,97.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),,"1,948"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,96.5
Institutional births (%),,94.2
Institutional births in public facility (%),,65.9
Home births that were conducted by skilled health personnel (%),,1.9
Births attended by skilled health personnel (%),,95.7
Births delivered by caesarean section (%),,22.6
Births in a private health facility that were delivered by caesarean section (%),,54.4
Births in a public health facility that were delivered by caesarean section (%),,10.9
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),,(94.0)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),,(90.8)
Children age 12-23 months who have received BCG (%),,(100.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),,(94.0)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),,(100.0)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),,(100.0)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),,(31.3)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),,(0.0)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),,(96.8)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),,72.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),,(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),,(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),,1.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),,4.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,(70.9)
Children under age 3 years breastfed within one hour of birth (%),,60.1
Children under age 6 months exclusively breastfed (%),,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),,(2.3)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),,*
Total children age 6-23 months receiving an adequate diet  (%),,5.2
Children under 5 years who are stunted (height-for-age) (%),,33.0
Children under 5 years who are wasted (weight-for-height) (%),,23.9
Children under 5 years who are severely wasted (weight-for-height) (%),,10.5
Children under 5 years who are underweight (weight-for-age) (%),,37.1
Children under 5 years who are overweight (weight-for-height) (%),,9.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),,27.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),,17.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),,61.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),,70.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),,57.2
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),,(48.5)
All women age 15-49 years who are anaemic (%),,56.9
All women age 15-19 years who are anaemic (%),,52.1
Blood sugar level - high (141-160 mg/dl)(%),,4.9
Women - Blood sugar level - very high (>160 mg/dl)(%),,6.1
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),,12.2
Women - Blood sugar level - high (141-160 mg/dl)(%),,6.5
Men - Blood sugar level - very high (>160 mg/dl) (%),,5.6
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),,12.9
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),,16.0
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),,3.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,23.4
