Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),77.6,76.1
Population below age 15 years (%),22.1,24.7
"Sex ratio of the total population (females per 1,000 males)",986,969
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,012",863
Children under age 5 years whose birth was registered with the civil authority (%),97.2,95.8
Deaths in the last 3 years registered with the civil authority (%),79.6,na
Population living in households with electricity (%),97.2,91.2
Population living in households with an improved drinking-water source (%),89.5,80.0
Population living in households that use an improved sanitation facility(%),66.4,44.7
Households using clean fuel for cooking (%),71.8,37.2
Households using iodized salt (%),94.6,98.0
Households with any usual member covered under a health insurance/financing scheme (%),29.0,14.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),<s>(</s>25<s>.6) </s>,na
Women who are literate (%),80.8,na
Women with 10 or more years of schooling (%),38.9,36.6
Women age 20-24 years married before age 18 years (%),11.7,20.8
Births in the 5 years preceding the survey that are third or higher order (%),1.6,3.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.4,7.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.3,71.5
Any method (%),78.3,71.6
Any modern method (%),75.7,69.9
Female sterilization (%),64.6,60.5
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.7,0.8
Pill (%),1.0,1.3
Condom (%),7.5,7.0
Injectables (%),0.6,0.3
Total unmet need(%),5.5,8.2
Unmet need for spacing (%),2.9,5.0
Health worker ever talked to female non-users about family planning (%),22.4,26.1
Current users ever told about side effects of current method (%),62.2,44.5
Mothers who had an antenatal check-up in the first trimester (%),77.1,66.3
Mothers who had at least 4 antenatal care visits (%),66.9,71.4
Mothers whose last birth was protected against neonatal tetanus (%),94.6,94.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),41.7,34.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.0,23.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,88.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.6,75.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,734","1,954"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(8.0)
