Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),64.6,62.6
Population below age 15 years (%),24.0,27.7
"Sex ratio of the total population (females per 1,000 males)",934,933
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",843,"1,046"
Children under age 5 years whose birth was registered with the civil authority (%),91.8,90.1
Deaths in the last 3 years registered with the civil authority (%),68.1,na
Population living in households with electricity (%),94.8,91.8
Population living in households with an improved drinking-water source (%),85.4,88.5
Population living in households that use an improved sanitation facility(%),66.4,41.1
Households using clean fuel for cooking (%),54.4,28.0
Households using iodized salt (%),96.3,95.4
Households with any usual member covered under a health insurance/financing scheme (%),9.3,13.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.8,na
Women who are literate (%),76.3,na
Women with 10 or more years of schooling (%),38.6,31.0
Women age 20-24 years married before age 18 years (%),43.7,51.3
Births in the 5 years preceding the survey that are third or higher order (%),2.2,3.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.2,18.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),70.7,61.3
Any method (%),58.1,67.1
Any modern method (%),56.7,65.3
Female sterilization (%),42.9,54.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),3.0,2.2
Pill (%),2.2,2.1
Condom (%),8.4,6.5
Injectables (%),0.1,0.3
Total unmet need(%),13.9,8.4
Unmet need for spacing (%),4.5,4.1
Health worker ever talked to female non-users about family planning (%),14.5,28.1
Current users ever told about side effects of current method (%),48.5,43.3
Mothers who had an antenatal check-up in the first trimester (%),65.6,62.0
Mothers who had at least 4 antenatal care visits (%),56.8,72.9
Mothers whose last birth was protected against neonatal tetanus (%),78.3,88.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),28.4,22.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.8,12.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.6,88.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.8,78.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,988","1,631"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),80.6,na
Institutional births (%),94.0,93.7
Institutional births in public facility (%),63.7,61.2
Home births that were conducted by skilled health personnel (%),2.5,5.0
Births attended by skilled health personnel (%),90.8,94.7
Births delivered by caesarean section (%),17.5,11.1
Births in a private health facility that were delivered by caesarean section (%),21.6,18.3
Births in a public health facility that were delivered by caesarean section (%),17.3,8.4
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),75.9,53.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(79.1),(86.2)
Children age 12-23 months who have received BCG (%),96.5,88.5
Children age 12-23 months who have received 3 doses of polio vaccine (%),78.0,62.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),84.8,75.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.8,79.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),11.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),75.8,55.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),82.4,79.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.8,94.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.2,5.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),14.8,7.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(58.6),(66.0)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(17.7),(12.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(73.2),(80.3)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.0,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),62.9,(82.3)
Children under age 3 years breastfed within one hour of birth (%),45.8,56.4
Children under age 6 months exclusively breastfed (%),*,(42.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),2.3,14.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),3.2,16.3
Children under 5 years who are stunted (height-for-age) (%),40.8,37.8
Children under 5 years who are wasted (weight-for-height) (%),28.4,29.5
Children under 5 years who are severely wasted (weight-for-height) (%),11.9,12.9
Children under 5 years who are underweight (weight-for-age) (%),36.8,36.9
Children under 5 years who are overweight (weight-for-height) (%),3.5,2.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.8,22.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.9,18.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),30.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.0,57.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.0,35.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,54.7
All women age 15-49 years who are anaemic (%),50.8,36.5
All women age 15-19 years who are anaemic (%),48.0,37.5
Women - Blood sugar level - high (141-160 mg/dl)(%),5.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.5,na
