,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.4,79.8
1,Population below age 15 years (%),21.4,23.5
2,"Sex ratio of the total population (females per 1,000 males)","1,027","1,005"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,012",913
4,Children under age 5 years whose birth was registered with the civil authority (%),93.8,97.4
5,Deaths in the last 3 years registered with the civil authority (%),94.6,na
6,Population living in households with electricity (%),98.2,92.5
7,Population living in households with an improved drinking-water source (%),96.8,96.1
8,Population living in households that use an improved sanitation facility(%),84.7,72.1
9,Households using clean fuel for cooking (%),87.3,63.2
10,Households using iodized salt (%),98.8,96.2
11,Households with any usual member covered under a health insurance/financing scheme (%),12.3,10.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),39.9,na
13,Women who are literate (%),90.3,na
14,Women with 10 or more years of schooling (%),54.6,47.4
15,Women age 20-24 years married before age 18 years (%),27.0,27.0
16,Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.4,13.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),87.4,56.8
19,Any method (%),67.1,52.0
20,Any modern method (%),64.7,51.8
21,Female sterilization (%),56.5,45.4
22,Male sterilization (%),0.3,0.0
23,IUD/PPIUD (%),1.1,1.6
24,Pill (%),0.9,0.6
25,Condom (%),5.7,3.7
26,Injectables (%),0.2,0.5
27,Total unmet need(%),10.4,10.7
28,Unmet need for spacing (%),4.7,3.6
29,Health worker ever talked to female non-users about family planning (%),27.6,15.3
30,Current users ever told about side effects of current method (%),56.2,37.6
31,Mothers who had an antenatal check-up in the first trimester (%),66.0,67.5
32,Mothers who had at least 4 antenatal care visits (%),80.1,65.5
33,Mothers whose last birth was protected against neonatal tetanus (%),97.4,92.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.2,39.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),32.1,30.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,84.3
37,days of delivery (%),95.6,76.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,548","3,574"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),95.0,na
41,Institutional births (%),98.0,95.9
42,Institutional births in public facility (%),38.5,36.7
43,Home births that were conducted by skilled health personnel (%),1.7,2.6
44,Births attended by skilled health personnel (%),97.6,95.2
45,Births delivered by caesarean section (%),34.3,31.3
46,Births in a private health facility that were delivered by caesarean section (%),43.2,41.9
47,Births in a public health facility that were delivered by caesarean section (%),22.2,17.5
48,mother's recall (%),75.0,(43.4)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(83.3),*
50,Children age 12-23 months who have received BCG (%),96.3,(88.5)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),81.4,(61.5)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.8,(68.3)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.2,(85.0)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),11.3,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),2.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.1,(49.6)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),80.4,64.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(88.6),(82.1)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(8.3),(17.9)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.8,9.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,4.3
65,health provider (%),*,(89.9)
66,Children under age 3 years breastfed within one hour of birth (%),46.5,52.4
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.6,8.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.3,6.8
72,Children under 5 years who are stunted (height-for-age) (%),35.0,23.3
73,Children under 5 years who are wasted (weight-for-height) (%),18.6,17.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.8,6.2
75,Children under 5 years who are underweight (weight-for-age) (%),27.2,24.8
76,Children under 5 years who are overweight (weight-for-height) (%),6.7,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.0,21.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.8,28.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.7,49.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),47.6,51.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(42.3),*
83,All women age 15-49 years who are anaemic (%),47.5,51.2
84,All women age 15-19 years who are anaemic (%),42.5,56.5
85,Blood sugar level - high (141-160 mg/dl)(%),8.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),10.5,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7,na
93,control blood pressure (%),30.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.6,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
96,control blood pressure (%),32.0,na
97,  Ever undergone a screening test for cervical cancer (%),3.9,na
98,  Ever undergone a breast examination for breast cancer (%),4.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),4.1,na
100,Women age 15 years and above who use any kind of tobacco (%),11.4,na
101,Men age 15 years and above who use any kind of tobacco (%),31.5,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),7.7,na
