Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),70.6,67.8
Population below age 15 years (%),23.7,27.2
"Sex ratio of the total population (females per 1,000 males)",979,966
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,265",920
Children under age 5 years whose birth was registered with the civil authority (%),94.2,94.9
Deaths in the last 3 years registered with the civil authority (%),81.7,na
Population living in households with electricity (%),97.2,94.7
Population living in households with an improved drinking-water source (%),94.6,96.7
Population living in households that use an improved sanitation facility(%),72.5,44.2
Households using clean fuel for cooking (%),78.5,32.4
Households using iodized salt (%),97.8,97.4
Households with any usual member covered under a health insurance/financing scheme (%),33.6,19.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),33.5,na
Women who are literate (%),83.3,na
Women with 10 or more years of schooling (%),40.7,34.1
Women age 20-24 years married before age 18 years (%),31.0,37.1
Births in the 5 years preceding the survey that are third or higher order (%),2.6,1.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),14.2,13.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),81.0,58.0
Any method (%),78.2,67.4
Any modern method (%),77.2,65.5
Female sterilization (%),64.0,58.1
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.9,1.8
Pill (%),2.7,1.6
Condom (%),9.5,3.6
Injectables (%),0.1,0.1
Total unmet need(%),4.6,8.9
Unmet need for spacing (%),3.3,6.0
Health worker ever talked to female non-users about family planning (%),18.6,19.0
Current users ever told about side effects of current method (%),72.5,34.5
Mothers who had an antenatal check-up in the first trimester (%),74.6,63.5
Mothers who had at least 4 antenatal care visits (%),72.6,74.9
Mothers whose last birth was protected against neonatal tetanus (%),86.4,88.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),53.6,40.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),38.0,31.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,94.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),93.3,82.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,483","1,515"
