Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.3,68.1
Population below age 15 years (%),24.7,25.4
"Sex ratio of the total population (females per 1,000 males)",992,961
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,050",821
Children under age 5 years whose birth was registered with the civil authority (%),99.7,92.6
Deaths in the last 3 years registered with the civil authority (%),88.7,na
Population living in households with electricity (%),96.8,91.0
Population living in households with an improved drinking-water source (%),96.4,92.0
Population living in households that use an improved sanitation facility(%),71.2,28.0
Households using clean fuel for cooking (%),69.7,31.8
Households using iodized salt (%),97.5,98.6
Households with any usual member covered under a health insurance/financing scheme (%),14.8,6.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),32.7,na
Women who are literate (%),83.7,na
Women with 10 or more years of schooling (%),41.5,37.7
Women age 20-24 years married before age 18 years (%),36.6,31.1
Births in the 5 years preceding the survey that are third or higher order (%),1.1,2.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),16.1,11.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.5,52.6
Any method (%),78.9,70.3
Any modern method (%),77.1,69.0
Female sterilization (%),62.1,59.7
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.7,2.7
Pill (%),3.0,1.0
Condom (%),9.7,5.5
Injectables (%),0.6,0.1
Total unmet need(%),6.4,7.6
Unmet need for spacing (%),3.3,4.0
Health worker ever talked to female non-users about family planning (%),28.5,21.2
Current users ever told about side effects of current method (%),58.1,34.8
Mothers who had an antenatal check-up in the first trimester (%),83.9,55.3
Mothers who had at least 4 antenatal care visits (%),89.2,74.8
Mothers whose last birth was protected against neonatal tetanus (%),91.7,89.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),66.1,37.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),44.4,30.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,96.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.4,77.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,654","2,172"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.1,na
Institutional births (%),98.1,88.2
Institutional births in public facility (%),68.4,52.8
Home births that were conducted by skilled health personnel (%),1.6,3.8
Births attended by skilled health personnel (%),99.0,87.0
Births delivered by caesarean section (%),18.5,15.2
Births in a private health facility that were delivered by caesarean section (%),31.9,27.1
Births in a public health facility that were delivered by caesarean section (%),13.1,10.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),89.3,(62.7)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),85.3,(80.5)
Children age 12-23 months who have received BCG (%),100.0,(88.4)
Children age 12-23 months who have received 3 doses of polio vaccine (%),94.5,(74.7)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.2,(77.3)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.7,(84.9)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.6,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),7.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.6,(65.9)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.9,76.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.0,(97.8)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.0,(2.2)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.2,10.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(43.9),(67.5)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(15.1),(10.1)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.1),(66.4)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.1,0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),71.2,(70.9)
Children under age 3 years breastfed within one hour of birth (%),61.3,62.9
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.8,3.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),12.8,8.9
Children under 5 years who are stunted (height-for-age) (%),37.2,43.3
Children under 5 years who are wasted (weight-for-height) (%),16.1,21.9
Children under 5 years who are severely wasted (weight-for-height) (%),5.5,9.1
Children under 5 years who are underweight (weight-for-age) (%),32.5,44.5
Children under 5 years who are overweight (weight-for-height) (%),1.8,2.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.1,21.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.1,19.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),44.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.4,36.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.3,37.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(44.4),(21.8)
All women age 15-49 years who are anaemic (%),49.1,36.4
All women age 15-19 years who are anaemic (%),50.9,29.0
Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),4.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.1,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3,na
