Indicator,NFHS-5,NFHS-4
Population below age 15 years (%),,22.5
"Sex ratio of the total population (females per 1,000 males)",,982
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",,"1,029"
Children under age 5 years whose birth was registered with the civil authority (%),,96.7
Deaths in the last 3 years registered with the civil authority (%),,(91.1)
Population living in households with electricity (%),,99.3
Population living in households with an improved drinking-water source (%),,96.7
Population living in households that use an improved sanitation facility(%),,74.7
Households using clean fuel for cooking (%),,90.4
Households using iodized salt (%),,97.5
Households with any usual member covered under a health insurance/financing scheme (%),,22.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),,(15.6)
Women who are literate (%),,90.5
Women with 10 or more years of schooling (%),,55.9
Women age 20-24 years married before age 18 years (%),,18.4
Births in the 5 years preceding the survey that are third or higher order (%),,1.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),,4.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),,91.5
Any method (%),,61.6
Any modern method (%),,57.1
Female sterilization (%),,37.6
Male sterilization (%),,0.0
IUD/PPIUD (%),,1.7
Pill (%),,1.7
Condom (%),,16.1
Injectables (%),,0.0
Total unmet need(%),,10.3
Unmet need for spacing (%),,5.3
Health worker ever talked to female non-users about family planning (%),,24.7
Current users ever told about side effects of current method (%),,(56.9)
Mothers who had an antenatal check-up in the first trimester (%),,58.9
Mothers who had at least 4 antenatal care visits (%),,70.2
Mothers whose last birth was protected against neonatal tetanus (%),,97.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),,54.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),,32.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),,93.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,87.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),,"2,275"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,93.3
Institutional births (%),,93.6
Institutional births in public facility (%),,50.6
Home births that were conducted by skilled health personnel (%),,1.6
Births attended by skilled health personnel (%),,93.9
Births delivered by caesarean section (%),,26.6
Births in a private health facility that were delivered by caesarean section (%),,41.3
Births in a public health facility that were delivered by caesarean section (%),,17.4
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),,(74.9)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),,(86.8)
Children age 12-23 months who have received BCG (%),,(90.1)
Children age 12-23 months who have received 3 doses of polio vaccine (%),,(79.0)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),,(77.1)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),,(83.1)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),,(21.6)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),,(3.5)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),,(73.4)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),,68.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),,(87.3)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),,(12.8)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),,3.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),,0.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health        provider (%),,*
Child Feeding Practices and Nutritional Status of Children,Total,
Children under age 3 years breastfed within one hour of birth (%),54.3,
Children under age 6 months exclusively breastfed (%),*,
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(6.2),
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,
Total children age 6-23 months receiving an adequate diet  (%),4.6,
Children under 5 years who are stunted (height-for-age) (%),40.8,
Children under 5 years who are wasted (weight-for-height) (%),17.8,
Children under 5 years who are severely wasted (weight-for-height) (%),7.0,
Children under 5 years who are underweight (weight-for-age) (%),30.8,
Children under 5 years who are overweight (weight-for-height) (%),5.0,
Nutritional Status of Women (age 15-49 years),,
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.9,
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),30.7,
Women who have high risk waist-to-hip ratio (≥0.85) (%),62.2,
Anaemia among Children and Women,,
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.9,
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.8,
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,
Women - All women age 15-49 years who are anaemic (%),58.8,
