Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.1,65.2
Population below age 15 years (%),29.5,29.7
"Sex ratio of the total population (females per 1,000 males)",966,"1,006"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",983,"1,114"
Children under age 5 years whose birth was registered with the civil authority (%),95.5,96.2
Deaths in the last 3 years registered with the civil authority (%),74.4,na
Population living in households with electricity (%),96.8,92.7
Population living in households with an improved drinking-water source (%),89.0,93.3
Population living in households that use an improved sanitation facility(%),60.1,35.4
Households using clean fuel for cooking (%),54.8,26.6
Households using iodized salt (%),95.1,99.1
Households with any usual member covered under a health insurance/financing scheme (%),10.5,10.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),22.5,na
Women who are literate (%),73.4,na
Women with 10 or more years of schooling (%),28.8,23.1
Women age 20-24 years married before age 18 years (%),48.0,44.5
Births in the 5 years preceding the survey that are third or higher order (%),3.4,3.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.7,11.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),75.3,64.2
Any method (%),42.0,69.6
Any modern method (%),41.5,68.3
Female sterilization (%),33.5,56.1
Male sterilization (%),0.0,0.2
IUD/PPIUD (%),1.3,1.9
Pill (%),1.0,2.7
Condom (%),5.4,6.6
Injectables (%),0.2,0.4
Total unmet need(%),18.5,7.5
Unmet need for spacing (%),6.1,3.3
Health worker ever talked to female non-users about family planning (%),17.4,22.7
Current users ever told about side effects of current method (%),48.3,29.8
Mothers who had an antenatal check-up in the first trimester (%),58.6,72.4
Mothers who had at least 4 antenatal care visits (%),47.4,79.3
Mothers whose last birth was protected against neonatal tetanus (%),82.0,92.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.9,31.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.2,18.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),89.0,95.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),64.4,83.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,779","3,104"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(11.9),(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),66.8,na
Institutional births (%),85.6,85.8
Institutional births in public facility (%),53.6,42.9
Home births that were conducted by skilled health personnel (%),7.3,8.1
Births attended by skilled health personnel (%),90.8,89.3
Births delivered by caesarean section (%),12.5,13.7
Births in a private health facility that were delivered by caesarean section (%),17.4,19.9
Births in a public health facility that were delivered by caesarean section (%),12.9,12.1
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),52.0,51.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(75.4),(74.3)
Children age 12-23 months who have received BCG (%),89.6,97.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),55.9,60.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),76.2,80.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.2,87.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),17.6,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),66.6,61.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),52.9,70.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),93.1,92.8
Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.5,7.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),18.6,12.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),49.8,(61.1)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),18.1,(19.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),76.7,(69.2)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,1.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),74.5,(91.3)
Children under age 3 years breastfed within one hour of birth (%),47.2,49.1
Children under age 6 months exclusively breastfed (%),(68.0),*
