,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),78.4,72.7
1,Population below age 15 years (%),33.2,35.9
2,"Sex ratio of the total population (females per 1,000 males)","1,032","1,031"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",932,"1,150"
4,Children under age 5 years whose birth was registered with the civil authority (%),90.4,59.3
5,Deaths in the last 3 years registered with the civil authority (%),51.8,na
6,Population living in households with electricity (%),93.6,87.4
7,Population living in households with an improved drinking-water source (%),51.6,40.0
8,Population living in households that use an improved sanitation facility(%),77.9,64.1
9,Households using clean fuel for cooking (%),30.5,12.7
10,Households using iodized salt (%),99.5,99.6
11,Households with any usual member covered under a health insurance/financing scheme (%),16.8,2.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),25.4,na
13,Women who are literate (%),76.8,na
14,Women with 10 or more years of schooling (%),33.1,27.1
15,Women age 20-24 years married before age 18 years (%),19.9,18.2
16,Births in the 5 years preceding the survey that are third or higher order (%),2.3,4.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.2,9.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),71.0,67.1
19,Any method (%),65.2,16.2
20,Any modern method (%),22.2,9.6
21,Female sterilization (%),3.9,2.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),12.3,4.8
24,Pill (%),1.5,1.1
25,Condom (%),4.4,0.7
26,Injectables (%),0.0,0.1
27,Total unmet need(%),8.4,30.1
28,Unmet need for spacing (%),3.2,15.4
29,Health worker ever talked to female non-users about family planning (%),4.0,11.0
30,Current users ever told about side effects of current method (%),52.5,(34.6)
31,Mothers who had an antenatal check-up in the first trimester (%),69.4,52.5
32,Mothers who had at least 4 antenatal care visits (%),56.4,32.7
33,Mothers whose last birth was protected against neonatal tetanus (%),81.0,75.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),31.0,15.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.9,6.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),78.3,36.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),52.7,32.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,744","8,507"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.5
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),49.2,na
41,Institutional births (%),57.7,33.3
42,Institutional births in public facility (%),53.0,29.1
43,Home births that were conducted by skilled health personnel (%),11.9,9.0
44,Births attended by skilled health personnel (%),69.9,42.1
45,Births delivered by caesarean section (%),10.3,5.2
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),15.4,10.2
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),67.4,44.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),78.1,53.2
50,Children age 12-23 months who have received BCG (%),91.2,82.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),71.2,63.4
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),78.6,59.7
