Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),79.9,77.5
Population below age 15 years (%),28.5,29.3
"Sex ratio of the total population (females per 1,000 males)","1,095","1,062"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",909,978
Children under age 5 years whose birth was registered with the civil authority (%),87.2,63.5
Deaths in the last 3 years registered with the civil authority (%),40.4,na
Population living in households with electricity (%),98.6,85.8
Population living in households with an improved drinking-water source (%),72.5,58.3
Population living in households that use an improved sanitation facility(%),61.3,48.7
Households using clean fuel for cooking (%),74.7,37.1
Households using iodized salt (%),99.8,99.8
Households with any usual member covered under a health insurance/financing scheme (%),19.1,4.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),37.4,na
Women who are literate (%),85.4,na
Women with 10 or more years of schooling (%),40.7,40.1
Women age 20-24 years married before age 18 years (%),17.5,13.9
Births in the 5 years preceding the survey that are third or higher order (%),0.6,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.5,9.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),81.6,69.8
Any method (%),72.2,24.0
Any modern method (%),17.8,13.1
Female sterilization (%),2.4,2.0
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),5.5,4.8
Pill (%),4.9,4.6
Condom (%),4.8,1.3
Injectables (%),0.2,0.3
Total unmet need(%),6.0,33.1
Unmet need for spacing (%),2.3,15.3
Health worker ever talked to female non-users about family planning (%),2.0,7.9
Current users ever told about side effects of current method (%),(54.2),46.6
Mothers who had an antenatal check-up in the first trimester (%),90.6,88.2
Mothers who had at least 4 antenatal care visits (%),89.9,79.7
Mothers whose last birth was protected against neonatal tetanus (%),92.9,91.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),68.5,48.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),45.3,18.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.4,31.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.6,68.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"13,144","10,827"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(3.1),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.0,na
Institutional births (%),87.8,73.5
Institutional births in public facility (%),72.4,49.4
Home births that were conducted by skilled health personnel (%),3.3,10.9
Births attended by skilled health personnel (%),91.1,84.6
Births delivered by caesarean section (%),20.2,19.3
Births in a private health facility that were delivered by caesarean section (%),49.3,37.5
Births in a public health facility that were delivered by caesarean section (%),17.5,20.9
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),74.2,65.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),79.9,74.4
Children age 12-23 months who have received BCG (%),98.7,90.8
