Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),81.5,79.9
Population below age 15 years (%),26.4,27.7
"Sex ratio of the total population (females per 1,000 males)","1,094","1,032"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",945,915
Children under age 5 years whose birth was registered with the civil authority (%),83.6,69.3
Deaths in the last 3 years registered with the civil authority (%),24.4,na
Population living in households with electricity (%),98.6,96.3
Population living in households with an improved drinking-water source (%),77.7,64.0
Population living in households that use an improved sanitation facility(%),52.6,40.2
Households using clean fuel for cooking (%),71.3,38.8
Households using iodized salt (%),99.4,99.8
Households with any usual member covered under a health insurance/financing scheme (%),9.3,4.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),28.6,na
Women who are literate (%),88.4,na
Women with 10 or more years of schooling (%),48.7,42.9
Women age 20-24 years married before age 18 years (%),20.9,14.7
Births in the 5 years preceding the survey that are third or higher order (%),1.0,0.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.1,9.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.1,76.0
Any method (%),46.3,32.7
Any modern method (%),21.6,17.5
Female sterilization (%),5.3,4.3
Male sterilization (%),0.1,0.2
IUD/PPIUD (%),3.9,4.0
Pill (%),8.2,7.9
Condom (%),3.7,0.9
Injectables (%),0.2,0.1
Total unmet need(%),20.0,27.5
Unmet need for spacing (%),5.7,11.5
Health worker ever talked to female non-users about family planning (%),8.6,12.1
Current users ever told about side effects of current method (%),42.4,50.7
Mothers who had an antenatal check-up in the first trimester (%),84.2,87.9
Mothers who had at least 4 antenatal care visits (%),77.4,87.0
Mothers whose last birth was protected against neonatal tetanus (%),88.8,94.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),57.4,43.6
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),30.5,12.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.5,51.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.0,83.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"16,362","8,657"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),65.3,na
Institutional births (%),89.5,86.5
Institutional births in public facility (%),68.6,63.1
Home births that were conducted by skilled health personnel (%),3.1,6.0
Births attended by skilled health personnel (%),92.6,92.5
Births delivered by caesarean section (%),38.2,23.4
Births in a private health facility that were delivered by caesarean section (%),70.8,52.5
Births in a public health facility that were delivered by caesarean section (%),34.2,17.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),66.6,77.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(76.7),83.3
Children age 12-23 months who have received BCG (%),96.1,96.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.1,84.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),77.8,87.3
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),70.5,82.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),8.6,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.5,79.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),59.6,40.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.3,96.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.7,1.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.7,6.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(51.0),57.4
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(16.1),16.3
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(46.6),28.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.1,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),49.8,36.4
Children under age 3 years breastfed within one hour of birth (%),48.1,71.4
Children under age 6 months exclusively breastfed (%),(74.6),83.3
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,83.7
Breastfeeding children age 6-23 months receiving an adequate diet  (%),22.1,18.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),21.1,17.4
Children under 5 years who are stunted (height-for-age) (%),15.5,24.7
Children under 5 years who are wasted (weight-for-height) (%),7.9,6.9
Children under 5 years who are severely wasted (weight-for-height) (%),2.1,2.0
Children under 5 years who are underweight (weight-for-age) (%),11.7,13.7
Children under 5 years who are overweight (weight-for-height) (%),3.1,2.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),7.7,11.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.9,24.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),63.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),42.4,21.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),35.6,26.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(39.0),35.3
All women age 15-49 years who are anaemic (%),35.8,26.8
All women age 15-19 years who are anaemic (%),33.3,20.1
Women - Blood sugar level - high (141-160 mg/dl)(%),5.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),8.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.6,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.3,na
Ever undergone a screening test for cervical cancer (%),1.7,na
Ever undergone a breast examination for breast cancer (%),1.1,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),48.8,na
Men age 15 years and above who use any kind of tobacco (%),60.2,na
Women age 15 years and above who consume alcohol (%),0.8,na
Men age 15 years and above who consume alcohol (%),44.3,na
