Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),84.0,79.7
Population below age 15 years (%),34.1,34.6
"Sex ratio of the total population (females per 1,000 males)","1,144",997
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,057",983
Children under age 5 years whose birth was registered with the civil authority (%),87.4,66.9
Deaths in the last 3 years registered with the civil authority (%),52.5,na
Population living in households with electricity (%),94.0,91.3
Population living in households with an improved drinking-water source (%),62.5,59.9
Population living in households that use an improved sanitation facility(%),81.2,67.8
Households using clean fuel for cooking (%),62.3,42.2
Households using iodized salt (%),99.1,100.0
Households with any usual member covered under a health insurance/financing scheme (%),18.2,2.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),22.7,na
Women who are literate (%),84.2,na
Women with 10 or more years of schooling (%),36.6,38.1
Women age 20-24 years married before age 18 years (%),10.5,13.8
Births in the 5 years preceding the survey that are third or higher order (%),3.6,3.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.5,2.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),87.4,76.5
Any method (%),61.8,23.6
Any modern method (%),22.6,14.7
Female sterilization (%),5.6,4.9
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),6.3,4.3
Pill (%),4.1,4.7
Condom (%),5.5,0.8
Injectables (%),0.2,0.0
Total unmet need(%),8.7,23.4
Unmet need for spacing (%),4.2,13.2
Health worker ever talked to female non-users about family planning (%),5.0,7.5
Current users ever told about side effects of current method (%),48.1,39.2
Mothers who had an antenatal check-up in the first trimester (%),69.0,68.4
Mothers who had at least 4 antenatal care visits (%),61.3,60.1
Mothers whose last birth was protected against neonatal tetanus (%),79.5,83.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),28.5,21.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.9,4.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),78.1,23.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),58.2,56.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"10,646","6,119"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.7,1.4
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),56.8,na
Institutional births (%),72.9,63.2
Institutional births in public facility (%),50.4,35.6
Home births that were conducted by skilled health personnel (%),7.1,4.7
Births attended by skilled health personnel (%),80.0,67.7
Births delivered by caesarean section (%),9.6,9.6
Births in a private health facility that were delivered by caesarean section (%),23.6,21.9
Births in a public health facility that were delivered by caesarean section (%),8.5,10.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),64.9,52.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(78.9),(75.0)
Children age 12-23 months who have received BCG (%),88.9,84.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),77.4,60.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),76.5,68.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),71.9,65.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),20.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),11.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),68.2,52.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),37.8,28.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.7,89.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.6,7.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.0,2.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(41.5),*
Children under age 3 years breastfed within one hour of birth (%),58.5,64.7
Children under age 6 months exclusively breastfed (%),(76.9),(73.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),23.7,14.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
Total children age 6-23 months receiving an adequate diet  (%),23.6,11.5
Children under 5 years who are stunted (height-for-age) (%),25.1,35.7
Children under 5 years who are wasted (weight-for-height) (%),12.1,6.6
Children under 5 years who are severely wasted (weight-for-height) (%),5.8,2.5
Children under 5 years who are underweight (weight-for-age) (%),9.8,11.3
Children under 5 years who are overweight (weight-for-height) (%),4.5,3.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),7.1,7.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),28.0,22.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),54.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),41.1,17.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),31.0,19.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(51.8),26.9
All women age 15-49 years who are anaemic (%),32.0,20.3
All women age 15-19 years who are anaemic (%),28.7,16.2
Women - Blood sugar level - high (141-160 mg/dl)(%),7.0,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.2,na
Ever undergone a screening test for cervical cancer (%),0.6,na
Ever undergone a breast examination for breast cancer (%),0.5,na
Ever undergone an oral cavity examination for oral cancer (%),0.4,na
Women age 15 years and above who use any kind of tobacco (%),62.1,na
Men age 15 years and above who use any kind of tobacco (%),73.8,na
Women age 15 years and above who consume alcohol (%),1.2,na
Men age 15 years and above who consume alcohol (%),38.1,na
