Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),87.2,83.1
Population below age 15 years (%),26.0,28.6
"Sex ratio of the total population (females per 1,000 males)","1,059","1,057"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",936,874
Children under age 5 years whose birth was registered with the civil authority (%),86.1,75.9
Deaths in the last 3 years registered with the civil authority (%),32.8,na
Population living in households with electricity (%),98.6,97.1
Population living in households with an improved drinking-water source (%),90.2,72.9
Population living in households that use an improved sanitation facility(%),59.5,47.1
Households using clean fuel for cooking (%),79.0,50.1
Households using iodized salt (%),99.1,99.7
Households with any usual member covered under a health insurance/financing scheme (%),7.0,6.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.2,na
Women who are literate (%),90.0,na
Women with 10 or more years of schooling (%),49.9,48.2
Women age 20-24 years married before age 18 years (%),15.2,13.2
Births in the 5 years preceding the survey that are third or higher order (%),1.0,1.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.5,10.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.4,79.4
Any method (%),50.1,30.9
Any modern method (%),16.9,15.1
Female sterilization (%),3.9,4.4
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),3.1,3.2
Pill (%),4.1,5.1
Condom (%),5.4,2.0
Injectables (%),0.0,0.2
Total unmet need(%),16.7,27.3
Unmet need for spacing (%),5.4,11.1
Health worker ever talked to female non-users about family planning (%),6.3,11.5
Current users ever told about side effects of current method (%),(44.5),53.9
Mothers who had an antenatal check-up in the first trimester (%),78.6,84.1
Mothers who had at least 4 antenatal care visits (%),87.1,82.1
Mothers whose last birth was protected against neonatal tetanus (%),89.1,93.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),55.8,45.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),31.9,16.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),53.8,35.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.4,72.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"18,578","11,084"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.0,na
Institutional births (%),91.7,80.8
Institutional births in public facility (%),66.7,51.8
Home births that were conducted by skilled health personnel (%),1.6,5.3
Births attended by skilled health personnel (%),93.0,86.1
Births delivered by caesarean section (%),35.8,27.2
Births in a private health facility that were delivered by caesarean section (%),55.6,51.8
Births in a public health facility that were delivered by caesarean section (%),32.9,23.5
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),76.2,72.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),72.5,79.2
Children age 12-23 months who have received BCG (%),100.0,95.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),79.0,87.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.3,80.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.9,81.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),10.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),4.9,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.9,74.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),43.0,39.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),87.6,91.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),10.7,8.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.7,3.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(82.9),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(22.6),*
