Indicator,NFHS-5,NFHS-4
Indicators,(2019-20),(2015-16)
Female population age 6 years and above who ever attended school (%),70.8,68.9
Population below age 15 years (%),26.8,28.9
"Sex ratio of the total population (females per 1,000 males)",817,858
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",822,"1,006"
Children under age 5 years whose birth was registered with the civil authority (%),98.3,93.6
Deaths in the last 3 years registered with the civil authority (%),96.1,na
Population living in households with electricity (%),99.7,97.4
Population living in households with an improved drinking-water source (%),94.8,92.4
Population living in households that use an improved sanitation facility(%),63.1,32.6
Households using clean fuel for cooking (%),74.3,56.1
Households using iodized salt (%),85.0,70.7
Households with any usual member covered under a health insurance/financing scheme (%),58.8,30.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.6,na
Women who are literate (%),72.8,na
Women with 10 or more years of schooling (%),31.5,35.8
Women age 20-24 years married before age 18 years (%),30.0,27.5
Births in the 5 years preceding the survey that are third or higher order (%),2.1,0.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.5,10.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.3,57.1
Any method (%),72.8,38.0
Any modern method (%),64.3,37.9
Female sterilization (%),45.0,31.7
Male sterilization (%),0.2,0.0
IUD/PPIUD (%),2.6,1.4
Pill (%),3.0,1.2
Condom (%),12.4,3.7
Injectables (%),1.1,0.0
Total unmet need(%),9.0,19.3
Unmet need for spacing (%),3.4,10.6
Health worker ever talked to female non-users about family planning (%),26.4,13.0
Current users ever told about side effects of current method (%),71.2,45.2
Indicators,(2019-20),(2015-16)
Mothers who had an antenatal check-up in the first trimester (%),82.0,63.6
Mothers who had at least 4 antenatal care visits (%),90.9,75.6
Mothers whose last birth was protected against neonatal tetanus (%),85.8,86.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),65.1,43.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),40.0,26.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,91.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.2,66.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),502,471
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(7.7)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.9,na
Institutional births (%),96.3,88.0
Institutional births in public facility (%),75.8,66.4
Home births that were conducted by skilled health personnel (%),1.8,1.9
Births attended by skilled health personnel (%),98.1,89.5
Births delivered by caesarean section (%),21.9,16.2
Births in a private health facility that were delivered by caesarean section (%),45.0,38.4
Births in a public health facility that were delivered by caesarean section (%),16.7,12.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),100.0,43.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),98.5,(57.1)
Children age 12-23 months who have received BCG (%),100.0,88.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),100.0,58.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),100.0,73.3
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),100.0,81.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),49.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),3.8,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),96.9,52.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),87.7,63.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.3,90.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.7,9.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.1,4.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,1.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(87.2),*
Indicators,(2019-20),(2015-16)
Children under age 3 years breastfed within one hour of birth (%),26.6,47.8
Children under age 6 months exclusively breastfed (%),(88.8),(72.7)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.6,0.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),9.2,0.0
Children under 5 years who are stunted (height-for-age) (%),42.4,41.7
Children under 5 years who are wasted (weight-for-height) (%),20.9,27.6
Children under 5 years who are severely wasted (weight-for-height) (%),3.3,11.4
Children under 5 years who are underweight (weight-for-age) (%),42.1,38.9
Children under 5 years who are overweight (weight-for-height) (%),1.5,4.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),27.0,28.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.0,19.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.8,84.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.5,80.1
Women - Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(62.1),(67.9)
Women - All women age 15-49 years who are anaemic (%),64.4,79.5
Women - All women age 15-19 years who are anaemic (%),64.3,81.9
Men - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
Men - Blood sugar level - very high (>160 mg/dl)(%),5.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
Women - Blood sugar level - high (141-160 mg/dl)(%),7.9,na
Women - Blood sugar level - very high (>160 mg/dl) (%),7.9,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.4,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.8,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.3,na
Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.4,na
Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.5,na
Ever undergone a screening test for cervical cancer (%),0.3,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),3.3,na
Men age 15 years and above who use any kind of tobacco (%),39.8,na
Women age 15 years and above who consume alcohol (%),1.4,na
Men age 15 years and above who consume alcohol (%),26.1,na
