Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),83.8,83.4
Population below age 15 years (%),22.7,20.7
"Sex ratio of the total population (females per 1,000 males)",755,647
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",767,954
Children under age 5 years whose birth was registered with the civil authority (%),96.9,88.9
Deaths in the last 3 years registered with the civil authority (%),(92.3),na
Population living in households with electricity (%),99.5,100.0
Population living in households with an improved drinking-water source (%),96.0,99.4
Population living in households that use an improved sanitation facility(%),67.1,64.9
Households using clean fuel for cooking (%),92.1,74.4
Households using iodized salt (%),97.0,97.9
Households with any usual member covered under a health insurance/financing scheme (%),32.9,12.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(10.1),na
Women who are literate (%),85.9,na
Women with 10 or more years of schooling (%),42.9,50.7
Women age 20-24 years married before age 18 years (%),22.8,30.5
Births in the 5 years preceding the survey that are third or higher order (%),1.1,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.4,5.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.3,80.2
Any method (%),52.5,29.0
Any modern method (%),48.9,28.8
Female sterilization (%),34.4,22.7
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.3,2.8
Pill (%),3.9,1.4
Condom (%),8.8,1.8
Injectables (%),0.5,0.0
Total unmet need(%),21.1,18.9
Unmet need for spacing (%),10.7,11.3
Health worker ever talked to female non-users about family planning (%),20.7,20.8
Current users ever told about side effects of current method (%),61.4,(36.8)
Mothers who had an antenatal check-up in the first trimester (%),62.7,73.0
Mothers who had at least 4 antenatal care visits (%),70.5,58.2
Mothers whose last birth was protected against neonatal tetanus (%),78.7,64.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.4,35.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.8,25.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.6,82.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),89.5,59.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,200","1,591"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.6,na
Institutional births (%),97.4,92.1
Institutional births in public facility (%),60.5,47.1
Home births that were conducted by skilled health personnel (%),0.0,0.5
Births attended by skilled health personnel (%),96.9,74.0
Births delivered by caesarean section (%),23.6,12.9
Births in a private health facility that were delivered by caesarean section (%),35.4,21.4
Births in a public health facility that were delivered by caesarean section (%),17.4,6.9
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(78.3),(62.8)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(73.6),(82.6)
Children age 12-23 months who have received BCG (%),(91.2),(81.7)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(83.9),(71.7)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(87.3),(69.4)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(82.8),(76.4)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(23.4),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.5),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(79.0),(56.3)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.8,73.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(96.8),(65.5)
