Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),61.9,59.2
Population below age 15 years (%),24.1,24.6
"Sex ratio of the total population (females per 1,000 males)","1,058","1,034"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",779,675
Children under age 5 years whose birth was registered with the civil authority (%),94.3,74.5
Deaths in the last 3 years registered with the civil authority (%),86.1,na
Population living in households with electricity (%),99.8,99.7
Population living in households with an improved drinking-water source (%),99.9,99.7
Population living in households that use an improved sanitation facility(%),85.4,71.3
Households using clean fuel for cooking (%),94.3,72.1
Households using iodized salt (%),80.2,73.2
Households with any usual member covered under a health insurance/financing scheme (%),73.3,73.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.5,na
Women who are literate (%),63.8,na
Women with 10 or more years of schooling (%),40.0,41.7
Women age 20-24 years married before age 18 years (%),25.6,28.2
Births in the 5 years preceding the survey that are third or higher order (%),1.2,1.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.9,10.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.5,86.3
Any method (%),69.1,59.4
Any modern method (%),68.4,59.2
Female sterilization (%),68.1,58.6
Male sterilization (%),0.0,0.2
IUD/PPIUD (%),0.3,0.2
Pill (%),0.0,0.2
Condom (%),0.0,0.0
Injectables (%),0.0,0.0
Total unmet need(%),5.5,5.5
Unmet need for spacing (%),3.1,3.4
Health worker ever talked to female non-users about family planning (%),29.5,24.0
Current users ever told about side effects of current method (%),14.6,21.5
Mothers who had an antenatal check-up in the first trimester (%),84.4,90.4
Mothers who had at least 4 antenatal care visits (%),82.8,83.5
Mothers whose last birth was protected against neonatal tetanus (%),93.4,97.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),71.2,57.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.7,29.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,92.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.3,69.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,389","3,208"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.3,na
Institutional births (%),99.4,93.7
Institutional births in public facility (%),40.7,25.5
Home births that were conducted by skilled health personnel (%),0.6,3.7
Births attended by skilled health personnel (%),100.0,95.9
Births delivered by caesarean section (%),36.2,30.2
Births in a private health facility that were delivered by caesarean section (%),43.5,40.5
