Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),56.0,56.4
Population below age 15 years (%),20.6,23.7
"Sex ratio of the total population (females per 1,000 males)","1,114","1,066"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",898,864
Children under age 5 years whose birth was registered with the civil authority (%),95.4,88.0
Deaths in the last 3 years registered with the civil authority (%),81.7,na
Population living in households with electricity (%),99.5,99.0
Population living in households with an improved drinking-water source (%),93.1,93.5
Population living in households that use an improved sanitation facility(%),61.7,31.6
Households using clean fuel for cooking (%),60.3,48.1
Households using iodized salt (%),85.0,69.1
Households with any usual member covered under a health insurance/financing scheme (%),76.7,79.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(25.2),na
Women who are literate (%),58.3,na
Women with 10 or more years of schooling (%),37.6,32.9
Women age 20-24 years married before age 18 years (%),33.7,29.6
Births in the 5 years preceding the survey that are third or higher order (%),2.2,1.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.7,17.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.5,56.0
Any method (%),71.2,71.6
Any modern method (%),71.2,71.6
Female sterilization (%),69.3,70.0
Male sterilization (%),1.3,1.4
IUD/PPIUD (%),0.0,0.2
Pill (%),0.0,0.0
Condom (%),0.6,0.0
Injectables (%),0.0,0.0
Total unmet need(%),6.7,3.3
Unmet need for spacing (%),4.7,1.9
Health worker ever talked to female non-users about family planning (%),21.1,24.0
Current users ever told about side effects of current method (%),36.4,44.9
Mothers who had an antenatal check-up in the first trimester (%),76.1,79.8
Mothers who had at least 4 antenatal care visits (%),71.4,70.4
Mothers whose last birth was protected against neonatal tetanus (%),91.3,93.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),59.6,55.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),32.4,38.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,91.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.9,77.3
