,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),74.0,71.3
1,Population below age 15 years (%),20.4,22.1
2,"Sex ratio of the total population (females per 1,000 males)","1,064","1,037"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,139",900
4,Children under age 5 years whose birth was registered with the civil authority (%),96.4,83.6
5,Deaths in the last 3 years registered with the civil authority (%),86.3,na
6,Population living in households with electricity (%),99.6,99.4
7,Population living in households with an improved drinking-water source (%),94.4,92.6
8,Population living in households that use an improved sanitation facility(%),79.1,64.4
9,Households using clean fuel for cooking (%),89.8,73.3
10,Households using iodized salt (%),87.5,90.5
11,Households with any usual member covered under a health insurance/financing scheme (%),68.1,71.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(15.1),na
13,Women who are literate (%),76.9,na
14,Women with 10 or more years of schooling (%),46.2,38.8
15,Women age 20-24 years married before age 18 years (%),25.3,31.4
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,3.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.6,8.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.6,75.5
19,Any method (%),79.1,74.8
20,Any modern method (%),78.1,74.8
21,Female sterilization (%),76.5,73.2
22,Male sterilization (%),1.0,0.8
23,IUD/PPIUD (%),0.0,0.1
24,Pill (%),0.0,0.1
25,Condom (%),0.4,0.6
26,Injectables (%),0.0,0.0
27,Total unmet need(%),2.5,4.6
28,Unmet need for spacing (%),1.4,3.5
29,Health worker ever talked to female non-users about family planning (%),16.1,18.1
30,Current users ever told about side effects of current method (%),27.7,6.8
31,Mothers who had an antenatal check-up in the first trimester (%),81.5,89.0
32,Mothers who had at least 4 antenatal care visits (%),73.3,88.2
33,Mothers whose last birth was protected against neonatal tetanus (%),95.8,99.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),56.2,70.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.2,40.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.4,96.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.3,92.5
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,715","(2,485)"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
