,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),75.4,68.5
1,Population below age 15 years (%),21.5,23.0
2,"Sex ratio of the total population (females per 1,000 males)",999,"1,020"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",833,834
4,Children under age 5 years whose birth was registered with the civil authority (%),93.5,87.3
5,Deaths in the last 3 years registered with the civil authority (%),90.1,na
6,Population living in households with electricity (%),99.3,99.0
7,Population living in households with an improved drinking-water source (%),99.1,97.5
8,Population living in households that use an improved sanitation facility(%),80.8,63.1
9,Households using clean fuel for cooking (%),86.8,62.3
10,Households using iodized salt (%),83.4,85.1
11,Households with any usual member covered under a health insurance/financing scheme (%),67.6,79.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(2.7),na
13,Women who are literate (%),77.0,na
14,Women with 10 or more years of schooling (%),46.5,35.8
15,Women age 20-24 years married before age 18 years (%),22.1,30.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.5,2.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.4,7.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.4,59.8
19,Any method (%),77.8,76.7
20,Any modern method (%),77.2,76.7
21,Female sterilization (%),74.5,75.7
22,Male sterilization (%),0.7,0.0
23,IUD/PPIUD (%),0.6,0.5
24,Pill (%),0.4,0.2
25,Condom (%),0.6,0.2
26,Injectables (%),0.4,0.0
27,Total unmet need(%),3.0,3.4
28,Unmet need for spacing (%),1.8,1.8
29,Health worker ever talked to female non-users about family planning (%),12.5,8.9
30,Current users ever told about side effects of current method (%),28.8,22.6
31,Mothers who had an antenatal check-up in the first trimester (%),82.2,84.5
32,Mothers who had at least 4 antenatal care visits (%),62.7,71.5
33,Mothers whose last birth was protected against neonatal tetanus (%),95.3,89.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),82.8,44.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),43.7,23.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,92.1
37,days of delivery (%),94.8,86.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,318","(3,354)"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),96.4,na
41,Institutional births (%),98.7,97.2
42,Institutional births in public facility (%),48.8,27.3
43,Home births that were conducted by skilled health personnel (%),0.7,1.1
44,Births attended by skilled health personnel (%),98.5,93.3
45,Births delivered by caesarean section (%),55.7,60.8
46,Births in a private health facility that were delivered by caesarean section (%),72.0,71.7
47,Births in a public health facility that were delivered by caesarean section (%),40.4,(38.9)
48,mother's recall (%),(80.0),(77.7)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(87.0),*
50,Children age 12-23 months who have received BCG (%),(94.8),(97.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(80.0),(77.7)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(89.0),(97.0)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(91.7),(94.2)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(26.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(77.7),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(89.0),(68.6)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.9,80.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(85.2)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(14.8)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,6.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0,0.8
65,health provider (%),(71.9),*
66,Children under age 3 years breastfed within one hour of birth (%),32.8,34.2
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(4.9),(3.6)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),3.5,(2.4)
72,Children under 5 years who are stunted (height-for-age) (%),31.4,28.5
73,Children under 5 years who are wasted (weight-for-height) (%),11.7,14.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.7,3.2
75,Children under 5 years who are underweight (weight-for-age) (%),22.5,30.1
76,Children under 5 years who are overweight (weight-for-height) (%),5.2,0.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.1,14.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),45.3,40.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.3,55.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.1,60.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),63.0,59.9
84,All women age 15-19 years who are anaemic (%),66.8,59.6
85,Blood sugar level - high (141-160 mg/dl)(%),7.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),13.1,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),23.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),10.4,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.9,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
93,control blood pressure (%),28.8,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
96,control blood pressure (%),31.4,na
97,Ever undergone a screening test for cervical cancer (%),7.1,na
98,Ever undergone a breast examination for breast cancer (%),1.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),13.1,na
100,Women age 15 years and above who use any kind of tobacco (%),2.2,na
101,Men age 15 years and above who use any kind of tobacco (%),21.8,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),23.6,na
