Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),59.3,41.4
Population below age 15 years (%),27.3,27.9
"Sex ratio of the total population (females per 1,000 males)","1,063","1,060"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",834,974
Children under age 5 years whose birth was registered with the civil authority (%),95.3,29.9
Deaths in the last 3 years registered with the civil authority (%),51.2,na
Population living in households with electricity (%),99.7,96.7
Population living in households with an improved drinking-water source (%),99.8,95.1
Population living in households that use an improved sanitation facility(%),81.7,56.3
Households using clean fuel for cooking (%),88.1,45.6
Households using iodized salt (%),99.9,99.5
Households with any usual member covered under a health insurance/financing scheme (%),33.5,44.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.3,na
Women who are literate (%),56.6,na
Women with 10 or more years of schooling (%),39.2,18.4
Women age 20-24 years married before age 18 years (%),11.9,7.1
Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.4,2.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.4,78.9
Any method (%),62.1,22.3
Any modern method (%),56.3,21.9
Female sterilization (%),9.1,4.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),10.4,3.1
Pill (%),29.5,11.4
Condom (%),1.7,1.3
Injectables (%),1.3,1.9
Total unmet need(%),14.6,31.3
Unmet need for spacing (%),11.7,16.9
Health worker ever talked to female non-users about family planning (%),24.8,10.8
Current users ever told about side effects of current method (%),67.7,(27.6)
Mothers who had an antenatal check-up in the first trimester (%),79.9,29.3
Mothers who had at least 4 antenatal care visits (%),37.6,14.0
Mothers whose last birth was protected against neonatal tetanus (%),85.3,39.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),28.2,8.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),14.6,0.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,73.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),49.6,9.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,345","(6,660)"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),48.8,na
Institutional births (%),84.2,30.2
Institutional births in public facility (%),83.8,28.2
Home births that were conducted by skilled health personnel (%),5.7,4.1
Births attended by skilled health personnel (%),89.9,33.0
