,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),61.4,61.8
1,Population below age 15 years (%),27.3,33.6
2,"Sex ratio of the total population (females per 1,000 males)","1,052",987
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,135",909
4,Children under age 5 years whose birth was registered with the civil authority (%),78.9,44.1
5,Deaths in the last 3 years registered with the civil authority (%),10.5,na
6,Population living in households with electricity (%),87.0,88.3
7,Population living in households with an improved drinking-water source (%),94.7,86.9
8,Population living in households that use an improved sanitation facility(%),80.9,61.1
9,Households using clean fuel for cooking (%),32.8,38.5
10,Households using iodized salt (%),99.8,99.3
11,Households with any usual member covered under a health insurance/financing scheme (%),21.5,71.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.0,na
13,Women who are literate (%),62.3,na
14,Women with 10 or more years of schooling (%),31.8,27.6
15,Women age 20-24 years married before age 18 years (%),26.7,31.1
16,Births in the 5 years preceding the survey that are third or higher order (%),1.3,4.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.2,10.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.7,76.3
19,Any method (%),53.2,17.9
20,Any modern method (%),48.4,17.6
21,Female sterilization (%),17.5,7.1
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),6.8,2.7
24,Pill (%),14.5,4.8
25,Condom (%),3.1,2.6
26,Injectables (%),4.4,0.3
27,Total unmet need(%),17.3,24.4
28,Unmet need for spacing (%),8.6,15.2
29,Health worker ever talked to female non-users about family planning (%),19.8,16.9
30,Current users ever told about side effects of current method (%),74.6,(59.1)
31,Mothers who had an antenatal check-up in the first trimester (%),34.6,22.1
32,Mothers who had at least 4 antenatal care visits (%),32.1,15.1
33,Mothers whose last birth was protected against neonatal tetanus (%),79.1,60.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.6,1.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.4,0.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,82.9
37,days of delivery (%),56.7,16.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"10,087","9,754"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
40,days of delivery (%),56.7,na
41,Institutional births (%),77.0,44.7
42,Institutional births in public facility (%),76.2,41.5
43,Home births that were conducted by skilled health personnel (%),5.2,3.5
44,Births attended by skilled health personnel (%),81.3,47.0
45,Births delivered by caesarean section (%),17.9,7.1
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),23.0,13.8
48,mother's recall (%),68.5,21.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.3,*
50,Children age 12-23 months who have received BCG (%),89.8,60.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),74.4,38.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),75.6,31.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),84.3,41.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),33.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),72.2,20.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),58.9,58.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,(88.7)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(11.3)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.9,11.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(75.2)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(45.2)
