,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.6,66.9
1,Population below age 15 years (%),22.1,25.7
2,"Sex ratio of the total population (females per 1,000 males)",983,968
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,054","1,416"
4,Children under age 5 years whose birth was registered with the civil authority (%),96.5,55.7
5,Deaths in the last 3 years registered with the civil authority (%),28.9,na
6,Population living in households with electricity (%),79.2,91.9
7,Population living in households with an improved drinking-water source (%),100.0,99.3
8,Population living in households that use an improved sanitation facility(%),95.0,82.7
9,Households using clean fuel for cooking (%),49.3,33.8
10,Households using iodized salt (%),99.6,99.0
11,Households with any usual member covered under a health insurance/financing scheme (%),28.7,74.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.2,na
13,Women who are literate (%),76.6,na
14,Women with 10 or more years of schooling (%),43.2,35.5
15,Women age 20-24 years married before age 18 years (%),20.7,19.1
16,Births in the 5 years preceding the survey that are third or higher order (%),1.3,1.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.7,6.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.6,79.4
19,Any method (%),69.1,44.0
20,Any modern method (%),49.7,44.0
21,Female sterilization (%),23.9,13.3
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),9.5,14.0
24,Pill (%),8.2,12.0
25,Condom (%),5.6,4.0
26,Injectables (%),1.2,0.1
27,Total unmet need(%),4.6,15.1
28,Unmet need for spacing (%),3.4,11.8
29,Health worker ever talked to female non-users about family planning (%),24.1,11.2
30,Current users ever told about side effects of current method (%),88.5,68.6
31,Mothers who had an antenatal check-up in the first trimester (%),60.7,43.4
32,Mothers who had at least 4 antenatal care visits (%),40.4,22.4
33,Mothers whose last birth was protected against neonatal tetanus (%),85.2,60.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),25.4,23.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.1,6.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,95.2
37,days of delivery (%),66.2,37.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"7,050","9,079"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(4.7),0.5
40,days of delivery (%),58.3,na
41,Institutional births (%),85.5,55.7
42,Institutional births in public facility (%),78.8,47.2
43,Home births that were conducted by skilled health personnel (%),3.5,1.7
44,Births attended by skilled health personnel (%),88.1,57.2
45,Births delivered by caesarean section (%),10.3,6.7
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),6.9,5.2
48,mother's recall (%),(90.7),(38.3)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.2),*
50,Children age 12-23 months who have received BCG (%),(97.3),(82.8)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(90.7),(55.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(90.7),(72.8)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(90.7),(67.4)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(31.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(57.9),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(84.0),(51.2)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),58.0,29.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(96.6),(87.7)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(3.4),(11.2)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.9,1.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,1.1
65,health provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),66.5,64.6
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(10.1),9.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),(11.0),8.8
72,Children under 5 years who are stunted (height-for-age) (%),16.9,36.3
73,Children under 5 years who are wasted (weight-for-height) (%),18.1,9.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.8,5.6
75,Children under 5 years who are underweight (weight-for-age) (%),16.0,14.5
76,Children under 5 years who are overweight (weight-for-height) (%),4.6,7.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),3.8,7.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.7,28.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),82.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),88.6,43.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.3,31.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(39.0),20.3
83,All women age 15-49 years who are anaemic (%),62.9,30.4
84,All women age 15-19 years who are anaemic (%),67.7,32.0
85,Blood sugar level - high (141-160 mg/dl)(%),3.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.5,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.6,na
93,blood pressure (%),32.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),28.8,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),15.5,na
96,blood pressure (%),45.4,na
97,Ever undergone a screening test for cervical cancer (%),0.3,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.8,na
100,Women age 15 years and above who use any kind of tobacco (%),20.3,na
101,Men age 15 years and above who use any kind of tobacco (%),55.4,na
102,Women age 15 years and above who consume alcohol (%),27.9,na
103,Men age 15 years and above who consume alcohol (%),64.3,na
