Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.6,66.9
Population below age 15 years (%),22.1,25.7
"Sex ratio of the total population (females per 1,000 males)",983,968
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,054","1,416"
Children under age 5 years whose birth was registered with the civil authority (%),96.5,55.7
Deaths in the last 3 years registered with the civil authority (%),28.9,na
Population living in households with electricity (%),79.2,91.9
Population living in households with an improved drinking-water source (%),100.0,99.3
Population living in households that use an improved sanitation facility(%),95.0,82.7
Households using clean fuel for cooking (%),49.3,33.8
Households using iodized salt (%),99.6,99.0
Households with any usual member covered under a health insurance/financing scheme (%),28.7,74.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.2,na
Women who are literate (%),76.6,na
Women with 10 or more years of schooling (%),43.2,35.5
Women age 20-24 years married before age 18 years (%),20.7,19.1
Births in the 5 years preceding the survey that are third or higher order (%),1.3,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.7,6.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.6,79.4
Any method (%),69.1,44.0
Any modern method (%),49.7,44.0
Female sterilization (%),23.9,13.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),9.5,14.0
Pill (%),8.2,12.0
Condom (%),5.6,4.0
Injectables (%),1.2,0.1
Total unmet need(%),4.6,15.1
Unmet need for spacing (%),3.4,11.8
Health worker ever talked to female non-users about family planning (%),24.1,11.2
Current users ever told about side effects of current method (%),88.5,68.6
Mothers who had an antenatal check-up in the first trimester (%),60.7,43.4
Mothers who had at least 4 antenatal care visits (%),40.4,22.4
Mothers whose last birth was protected against neonatal tetanus (%),85.2,60.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),25.4,23.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.1,6.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,95.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),66.2,37.4
