,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),89.8,83.7
1,Population below age 15 years (%),24.5,30.7
2,"Sex ratio of the total population (females per 1,000 males)","1,010","1,033"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",911,"1,046"
4,Children under age 5 years whose birth was registered with the civil authority (%),80.2,72.7
5,Deaths in the last 3 years registered with the civil authority (%),(61.6),na
6,Population living in households with electricity (%),99.8,98.4
7,Population living in households with an improved drinking-water source (%),92.4,79.1
8,Population living in households that use an improved sanitation facility(%),81.1,68.3
9,Households using clean fuel for cooking (%),84.2,66.7
10,Households using iodized salt (%),98.7,99.8
11,Households with any usual member covered under a health insurance/financing scheme (%),5.7,4.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.3,na
13,Women who are literate (%),86.6,na
14,Women with 10 or more years of schooling (%),52.5,40.7
15,Women age 20-24 years married before age 18 years (%),4.4,19.4
16,Births in the 5 years preceding the survey that are third or higher order (%),3.0,2.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.3,7.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.9,76.6
19,Any method (%),46.9,27.4
20,Any modern method (%),38.4,20.8
21,Female sterilization (%),15.7,5.4
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),9.6,2.7
24,Pill (%),9.1,10.1
25,Condom (%),3.4,2.5
26,Injectables (%),0.0,0.1
27,Total unmet need(%),14.3,24.2
28,Unmet need for spacing (%),5.8,9.8
29,Health worker ever talked to female non-users about family planning (%),7.3,6.8
30,Current users ever told about side effects of current method (%),36.7,28.6
31,Mothers who had an antenatal check-up in the first trimester (%),71.4,34.4
32,Mothers who had at least 4 antenatal care visits (%),50.1,26.5
33,Mothers whose last birth was protected against neonatal tetanus (%),86.4,76.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),14.9,7.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.3,4.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),82.3,64.3
37,days of delivery (%),68.7,35.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"7,330","7,468"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
40,days of delivery (%),64.7,na
41,Institutional births (%),73.7,56.3
42,Institutional births in public facility (%),43.2,32.5
43,Home births that were conducted by skilled health personnel (%),9.4,5.5
44,Births attended by skilled health personnel (%),80.7,61.3
45,Births delivered by caesarean section (%),14.6,12.5
46,Births in a private health facility that were delivered by caesarean section (%),28.1,31.0
47,Births in a public health facility that were delivered by caesarean section (%),14.1,15.6
48,mother's recall (%),(55.9),33.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(63.8),66.0
50,Children age 12-23 months who have received BCG (%),(85.1),63.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(61.3),59.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(73.2),54.6
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(74.6),47.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(13.1),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(7.2),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(71.1),43.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),49.4,42.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(85.5),72.3
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(14.5),26.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.2,8.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,46.2
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,14.0
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,29.9
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,3.6
65,provider (%),(36.7),40.2
66,Children under age 3 years breastfed within one hour of birth (%),53.1,45.1
67,Children under age 6 months exclusively breastfed (%),*,35.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(75.7)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(11.2),16.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(22.6),35.9
71,Total children age 6-23 months receiving an adequate diet  (%),17.3,21.9
72,Children under 5 years who are stunted (height-for-age) (%),28.3,21.3
