Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),80.5,78.6
Population below age 15 years (%),32.8,37.5
"Sex ratio of the total population (females per 1,000 males)",946,939
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",902,945
Children under age 5 years whose birth was registered with the civil authority (%),66.0,64.2
Deaths in the last 3 years registered with the civil authority (%),26.5,na
Population living in households with electricity (%),96.6,97.4
Population living in households with an improved drinking-water source (%),90.4,92.9
Population living in households that use an improved sanitation facility(%),92.0,73.8
Households using clean fuel for cooking (%),19.7,9.2
Households using iodized salt (%),98.2,99.5
Households with any usual member covered under a health insurance/financing scheme (%),22.0,5.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.5,na
Women who are literate (%),77.8,na
Women with 10 or more years of schooling (%),27.0,25.2
Women age 20-24 years married before age 18 years (%),10.4,12.6
Births in the 5 years preceding the survey that are third or higher order (%),3.8,6.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.7,5.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.8,67.7
Any method (%),52.6,21.2
Any modern method (%),37.4,19.2
Female sterilization (%),9.9,7.0
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),15.6,9.8
Pill (%),5.8,2.4
Condom (%),3.2,0.0
Injectables (%),0.5,0.0
Total unmet need(%),12.9,27.2
Unmet need for spacing (%),5.9,17.0
Health worker ever talked to female non-users about family planning (%),7.9,3.7
Current users ever told about side effects of current method (%),51.7,(24.3)
Mothers who had an antenatal check-up in the first trimester (%),27.1,16.4
Mothers who had at least 4 antenatal care visits (%),4.4,4.6
Mothers whose last birth was protected against neonatal tetanus (%),69.0,55.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),3.3,2.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),0.9,0.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.9,85.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),29.5,19.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,394","4,166"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.3,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),30.2,na
Institutional births (%),34.8,25.1
Institutional births in public facility (%),34.1,23.5
Home births that were conducted by skilled health personnel (%),4.8,9.5
Births attended by skilled health personnel (%),39.2,34.4
Births delivered by caesarean section (%),1.5,1.7
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),4.3,5.8
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),39.9,43.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(58.8),58.3
Children age 12-23 months who have received BCG (%),75.6,77.7
Children age 12-23 months who have received 3 doses of polio vaccine (%),47.6,53.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),56.5,57.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),53.3,56.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),9.8,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.9,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),49.1,53.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),27.5,27.4
