Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),87.4,86.5
Population below age 15 years (%),22.2,29.4
"Sex ratio of the total population (females per 1,000 males)","1,132",936
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,207",747
Children under age 5 years whose birth was registered with the civil authority (%),51.6,58.9
Deaths in the last 3 years registered with the civil authority (%),51.0,na
Population living in households with electricity (%),99.4,99.6
Population living in households with an improved drinking-water source (%),91.0,90.2
Population living in households that use an improved sanitation facility(%),88.9,81.9
Households using clean fuel for cooking (%),18.6,12.8
Households using iodized salt (%),99.1,99.6
Households with any usual member covered under a health insurance/financing scheme (%),18.1,18.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(0.0),na
Women who are literate (%),87.1,na
Women with 10 or more years of schooling (%),40.2,28.6
Women age 20-24 years married before age 18 years (%),4.0,5.4
Births in the 5 years preceding the survey that are third or higher order (%),5.3,6.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,2.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.8,65.3
Any method (%),68.8,32.5
Any modern method (%),56.5,28.8
Female sterilization (%),19.3,13.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),28.2,13.7
Pill (%),5.5,1.2
Condom (%),1.9,0.6
Injectables (%),0.2,0.2
Total unmet need(%),2.8,17.8
Unmet need for spacing (%),0.7,7.8
Health worker ever talked to female non-users about family planning (%),14.8,4.7
Current users ever told about side effects of current method (%),70.4,24.4
Mothers who had an antenatal check-up in the first trimester (%),46.5,19.2
Mothers who had at least 4 antenatal care visits (%),11.2,5.9
Mothers whose last birth was protected against neonatal tetanus (%),81.3,57.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),5.5,0.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),2.3,0.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.7,82.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),24.9,14.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"(7,554)","(10,499)"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),24.7,na
Institutional births (%),35.0,23.3
Institutional births in public facility (%),32.2,19.8
Home births that were conducted by skilled health personnel (%),6.3,3.2
Births attended by skilled health personnel (%),40.5,25.7
Births delivered by caesarean section (%),7.6,5.4
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),19.4,20.3
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(60.7),24.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(75.1),(43.6)
Children age 12-23 months who have received BCG (%),(82.2),71.4
