Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),81.2,80.6
Population below age 15 years (%),28.8,31.7
"Sex ratio of the total population (females per 1,000 males)",969,847
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",922,816
Children under age 5 years whose birth was registered with the civil authority (%),67.5,62.1
Deaths in the last 3 years registered with the civil authority (%),12.7,na
Population living in households with electricity (%),99.1,97.4
Population living in households with an improved drinking-water source (%),76.3,41.7
Population living in households that use an improved sanitation facility(%),86.6,72.9
Households using clean fuel for cooking (%),11.8,4.8
Households using iodized salt (%),98.6,99.7
Households with any usual member covered under a health insurance/financing scheme (%),38.3,5.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.6,na
Women who are literate (%),82.0,na
Women with 10 or more years of schooling (%),23.8,18.4
Women age 20-24 years married before age 18 years (%),11.0,25.4
Births in the 5 years preceding the survey that are third or higher order (%),3.9,2.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.5,8.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.8,59.1
Any method (%),66.5,20.9
Any modern method (%),56.3,18.5
Female sterilization (%),16.4,12.1
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),32.2,4.9
Pill (%),3.8,1.6
Condom (%),2.2,0.0
Injectables (%),0.1,0.0
Total unmet need(%),4.3,16.8
Unmet need for spacing (%),2.9,9.1
Health worker ever talked to female non-users about family planning (%),9.4,4.1
Current users ever told about side effects of current method (%),55.0,(45.1)
Mothers who had an antenatal check-up in the first trimester (%),42.3,6.8
Mothers who had at least 4 antenatal care visits (%),15.4,1.5
Mothers whose last birth was protected against neonatal tetanus (%),75.5,54.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),2.6,0.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),1.6,0.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.6,75.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),28.5,6.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"7,152",*
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),28.5,na
Institutional births (%),38.7,10.2
Institutional births in public facility (%),37.8,10.2
Home births that were conducted by skilled health personnel (%),5.9,7.7
Births attended by skilled health personnel (%),44.6,17.9
Births delivered by caesarean section (%),3.6,0.3
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),9.4,(3.3)
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),53.0,10.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(64.8),*
Children age 12-23 months who have received BCG (%),88.3,55.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),57.5,42.7
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),64.7,28.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),73.3,37.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.5,na
