Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),81.1,78.9
Population below age 15 years (%),28.5,38.3
"Sex ratio of the total population (females per 1,000 males)","1,079",992
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",896,913
Children under age 5 years whose birth was registered with the civil authority (%),78.7,69.3
Deaths in the last 3 years registered with the civil authority (%),19.3,na
Population living in households with electricity (%),98.2,97.8
Population living in households with an improved drinking-water source (%),92.5,61.6
Population living in households that use an improved sanitation facility(%),89.4,75.0
Households using clean fuel for cooking (%),31.4,16.9
Households using iodized salt (%),99.5,99.8
Households with any usual member covered under a health insurance/financing scheme (%),5.4,6.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.3,na
Women who are literate (%),77.6,na
Women with 10 or more years of schooling (%),35.5,22.9
Women age 20-24 years married before age 18 years (%),9.1,26.0
Births in the 5 years preceding the survey that are third or higher order (%),5.0,3.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.4,8.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.1,70.2
Any method (%),58.6,31.0
Any modern method (%),42.0,26.6
Female sterilization (%),9.9,9.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),19.0,10.9
Pill (%),7.0,4.5
Condom (%),4.0,1.7
Injectables (%),0.5,0.3
Total unmet need(%),6.2,25.3
Unmet need for spacing (%),4.5,13.9
Health worker ever talked to female non-users about family planning (%),8.2,8.2
Current users ever told about side effects of current method (%),75.9,32.2
Mothers who had an antenatal check-up in the first trimester (%),45.1,32.6
Mothers who had at least 4 antenatal care visits (%),14.5,13.1
Mothers whose last birth was protected against neonatal tetanus (%),85.1,76.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),6.1,7.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),2.1,5.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.3,87.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),46.9,30.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,945","3,701"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),45.1,na
Institutional births (%),43.5,41.3
Institutional births in public facility (%),38.7,37.3
Home births that were conducted by skilled health personnel (%),9.6,15.7
Births attended by skilled health personnel (%),52.5,56.8
Births delivered by caesarean section (%),2.4,6.1
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),4.3,9.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),63.3,49.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.4,69.7
Children age 12-23 months who have received BCG (%),86.8,81.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),71.9,56.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),71.2,57.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),74.2,51.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),12.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.4,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),65.1,54.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),44.2,40.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.7,99.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.4,8.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(58.5)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(19.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(22.9)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,4.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(32.4),20.6
Children under age 3 years breastfed within one hour of birth (%),58.5,46.2
Children under age 6 months exclusively breastfed (%),(38.3),(35.4)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(75.9)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.0,13.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(14.6),(25.0)
Total children age 6-23 months receiving an adequate diet  (%),11.0,16.3
Children under 5 years who are stunted (height-for-age) (%),34.9,29.8
Children under 5 years who are wasted (weight-for-height) (%),9.1,4.1
Children under 5 years who are severely wasted (weight-for-height) (%),1.7,1.0
Children under 5 years who are underweight (weight-for-age) (%),20.7,10.3
Children under 5 years who are overweight (weight-for-height) (%),4.1,0.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),6.6,7.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.4,19.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),65.9,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.0,15.9
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),29.9,18.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),26.4,(30.0)
All women age 15-49 years who are anaemic (%),29.7,19.0
All women age 15-19 years who are anaemic (%),29.5,11.4
Women - Blood sugar level - high (141-160 mg/dl)(%),4.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.0,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.0,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.7,na
Ever undergone a screening test for cervical cancer (%),0.3,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),13.4,na
Men age 15 years and above who use any kind of tobacco (%),49.2,na
Women age 15 years and above who consume alcohol (%),1.4,na
Men age 15 years and above who consume alcohol (%),26.1,na
