Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),58.4,50.9
Population below age 15 years (%),35.8,33.8
"Sex ratio of the total population (females per 1,000 males)","1,049","1,048"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,"1,010"
Children under age 5 years whose birth was registered with the civil authority (%),66.6,56.0
Deaths in the last 3 years registered with the civil authority (%),42.0,na
Population living in households with electricity (%),83.3,69.4
Population living in households with an improved drinking-water source (%),79.3,68.1
Population living in households that use an improved sanitation facility(%),37.7,16.6
Households using clean fuel for cooking (%),15.5,10.0
Households using iodized salt (%),96.9,99.5
Households with any usual member covered under a health insurance/financing scheme (%),46.7,4.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.4,na
Women who are literate (%),47.8,na
Women with 10 or more years of schooling (%),22.9,20.6
Women age 20-24 years married before age 18 years (%),24.4,21.3
Births in the 5 years preceding the survey that are third or higher order (%),2.4,2.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.7,9.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.4,47.1
Any method (%),55.9,15.9
Any modern method (%),36.3,15.4
Female sterilization (%),12.9,12.7
Male sterilization (%),0.5,0.2
IUD/PPIUD (%),2.9,0.7
Pill (%),7.4,1.4
Condom (%),7.6,0.5
Injectables (%),1.0,0.1
Total unmet need(%),12.5,25.9
Unmet need for spacing (%),5.0,9.5
Health worker ever talked to female non-users about family planning (%),43.6,6.8
Current users ever told about side effects of current method (%),71.2,(17.4)
Mothers who had an antenatal check-up in the first trimester (%),62.6,19.6
Mothers who had at least 4 antenatal care visits (%),34.9,12.6
Mothers whose last birth was protected against neonatal tetanus (%),89.8,82.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),37.4,10.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.1,3.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.0,89.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),58.8,25.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,183",919
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),5.2,1.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),61.5,na
Institutional births (%),67.9,37.4
Institutional births in public facility (%),64.3,30.9
Home births that were conducted by skilled health personnel (%),8.4,3.9
Births attended by skilled health personnel (%),70.1,40.6
Births delivered by caesarean section (%),4.0,3.9
Births in a private health facility that were delivered by caesarean section (%),*,(53.7)
Births in a public health facility that were delivered by caesarean section (%),3.3,1.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),87.0,49.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.0,(73.2)
Children age 12-23 months who have received BCG (%),96.2,91.8
Children age 12-23 months who have received 3 doses of polio vaccine (%),90.0,66.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.1,72.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.1,67.8
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.3,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),86.9,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.4,51.4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.7,42.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),99.0,100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.5,4.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),79.0,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),33.0,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),71.7,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.7,0.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),52.2,(46.8)
Children under age 3 years breastfed within one hour of birth (%),22.0,31.5
Children under age 6 months exclusively breastfed (%),(73.7),(66.0)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),11.6,2.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),11.7,2.4
Children under 5 years who are stunted (height-for-age) (%),60.6,59.4
Children under 5 years who are wasted (weight-for-height) (%),30.5,37.5
Children under 5 years who are severely wasted (weight-for-height) (%),12.9,13.1
Children under 5 years who are underweight (weight-for-age) (%),62.4,66.9
Children under 5 years who are overweight (weight-for-height) (%),2.8,0.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),33.1,32.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),7.1,9.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),70.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.3,83.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.5,72.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(74.8),74.4
All women age 15-49 years who are anaemic (%),72.6,72.8
All women age 15-19 years who are anaemic (%),74.2,68.8
Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),3.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.5,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.1,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),19.9,na
Men age 15 years and above who use any kind of tobacco (%),56.4,na
Women age 15 years and above who consume alcohol (%),28.5,na
Men age 15 years and above who consume alcohol (%),57.1,na
