Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),74.1,70.1
Population below age 15 years (%),23.4,25.8
"Sex ratio of the total population (females per 1,000 males)","1,016","1,001"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",837,890
Children under age 5 years whose birth was registered with the civil authority (%),87.5,85.4
Deaths in the last 3 years registered with the civil authority (%),46.7,na
Population living in households with electricity (%),95.7,92.7
Population living in households with an improved drinking-water source (%),89.7,91.2
Population living in households that use an improved sanitation facility(%),70.2,44.7
Households using clean fuel for cooking (%),57.6,40.4
Households using iodized salt (%),99.4,99.0
Households with any usual member covered under a health insurance/financing scheme (%),50.7,19.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.9,na
Women who are literate (%),73.8,na
Women with 10 or more years of schooling (%),46.8,43.3
Women age 20-24 years married before age 18 years (%),19.8,26.1
Births in the 5 years preceding the survey that are third or higher order (%),0.3,1.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.7,9.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.3,66.1
Any method (%),61.0,32.9
Any modern method (%),47.2,30.8
Female sterilization (%),35.3,22.1
Male sterilization (%),0.0,0.2
IUD/PPIUD (%),2.8,1.2
Pill (%),3.1,4.5
Condom (%),4.4,2.6
Injectables (%),0.5,0.1
Total unmet need(%),11.4,16.7
Unmet need for spacing (%),3.8,8.2
Health worker ever talked to female non-users about family planning (%),35.0,24.0
Current users ever told about side effects of current method (%),58.6,59.5
Mothers who had an antenatal check-up in the first trimester (%),78.2,59.9
Mothers who had at least 4 antenatal care visits (%),40.7,50.6
Mothers whose last birth was protected against neonatal tetanus (%),95.3,94.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.6,15.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.8,3.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.6,91.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),84.0,37.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,378","1,149"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,2.5
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.9,na
Institutional births (%),94.0,81.7
Institutional births in public facility (%),66.2,49.4
Home births that were conducted by skilled health personnel (%),2.4,4.1
Births attended by skilled health personnel (%),96.4,85.7
Births delivered by caesarean section (%),18.6,16.0
Births in a private health facility that were delivered by caesarean section (%),38.6,39.8
Births in a public health facility that were delivered by caesarean section (%),11.8,6.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),88.8,68.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.0,79.2
Children age 12-23 months who have received BCG (%),98.8,99.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),90.1,80.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.9,89.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.9,86.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),76.6,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.2,55.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.7,52.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.4,73.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.6,26.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.9,8.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(60.3)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(33.5)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(68.0)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,0.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(88.3)
Children under age 3 years breastfed within one hour of birth (%),22.4,25.1
Children under age 6 months exclusively breastfed (%),*,(55.9)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(43.1)
Breastfeeding children age 6-23 months receiving an adequate diet (%),12.1,15.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),11.1,14.1
Children under 5 years who are stunted (height-for-age) (%),35.9,39.3
Children under 5 years who are wasted (weight-for-height) (%),29.4,40.6
Children under 5 years who are severely wasted (weight-for-height) (%),16.8,19.9
Children under 5 years who are underweight (weight-for-age) (%),41.6,49.8
Children under 5 years who are overweight (weight-for-height) (%),1.3,1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.5,20.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.6,16.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),74.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.4,66.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.1,66.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(32.8),64.6
All women age 15-49 years who are anaemic (%),64.4,66.6
All women age 15-19 years who are anaemic (%),69.4,67.7
Women - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.7,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.9,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
