Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),60.7,57.3
Population below age 15 years (%),36.8,39.4
"Sex ratio of the total population (females per 1,000 males)","1,136","1,046"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",764,938
Children under age 5 years whose birth was registered with the civil authority (%),65.1,60.8
Deaths in the last 3 years registered with the civil authority (%),33.1,na
Population living in households with electricity (%),92.1,42.8
Population living in households with an improved drinking-water source (%),83.3,65.9
Population living in households that use an improved sanitation facility(%),48.1,14.8
Households using clean fuel for cooking (%),20.4,10.8
Households using iodized salt (%),97.8,98.2
Households with any usual member covered under a health insurance/financing scheme (%),46.5,12.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.4,na
Women who are literate (%),57.7,na
Women with 10 or more years of schooling (%),27.7,22.1
Women age 20-24 years married before age 18 years (%),31.7,49.0
Births in the 5 years preceding the survey that are third or higher order (%),2.6,3.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.6,13.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),66.9,34.7
Any method (%),59.5,36.2
Any modern method (%),51.8,35.6
Female sterilization (%),45.9,33.3
Male sterilization (%),0.5,0.0
IUD/PPIUD (%),1.0,1.0
Pill (%),0.8,0.0
Condom (%),0.6,1.0
Injectables (%),0.3,0.3
Total unmet need(%),10.1,19.8
Unmet need for spacing (%),4.6,10.6
Health worker ever talked to female non-users about family planning (%),35.7,9.3
Current users ever told about side effects of current method (%),64.0,19.3
Mothers who had an antenatal check-up in the first trimester (%),57.1,28.3
Mothers who had at least 4 antenatal care visits (%),32.4,11.8
Mothers whose last birth was protected against neonatal tetanus (%),84.9,82.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),28.2,6.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.4,4.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.1,77.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),61.2,38.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,066","2,985"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,2.3
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),59.1,na
Institutional births (%),71.5,55.7
Institutional births in public facility (%),51.8,35.7
Home births that were conducted by skilled health personnel (%),5.5,7.3
Births attended by skilled health personnel (%),73.5,62.4
Births delivered by caesarean section (%),14.1,10.2
Births in a private health facility that were delivered by caesarean section (%),57.8,43.4
Births in a public health facility that were delivered by caesarean section (%),5.2,4.2
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),71.7,42.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.4,52.0
Children age 12-23 months who have received BCG (%),91.5,90.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),73.6,61.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.7,58.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),78.7,66.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),75.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.7,39.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.7,55.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),99.0,97.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.0,1.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,11.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,56.9
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,7.8
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,46.0
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,1.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(50.3),57.1
Children under age 3 years breastfed within one hour of birth (%),24.8,27.2
Children under age 6 months exclusively breastfed (%),78.1,42.2
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(47.8),(63.9)
Breastfeeding children age 6-23 months receiving an adequate diet (%),6.1,10.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),6.1,10.0
Children under 5 years who are stunted (height-for-age) (%),42.2,49.6
Children under 5 years who are wasted (weight-for-height) (%),17.2,30.6
Children under 5 years who are severely wasted (weight-for-height) (%),3.9,9.6
Children under 5 years who are underweight (weight-for-age) (%),39.8,51.3
Children under 5 years who are overweight (weight-for-height) (%),1.3,1.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),32.2,37.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.4,6.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),57.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.6,60.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.9,55.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),56.5,66.9
All women age 15-49 years who are anaemic (%),56.0,56.6
All women age 15-19 years who are anaemic (%),55.7,52.6
Women - Blood sugar level - high (141-160 mg/dl)(%),4.8,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.3,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.0,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),22.1,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),6.4,na
Men age 15 years and above who use any kind of tobacco (%),49.7,na
Women age 15 years and above who consume alcohol (%),5.9,na
Men age 15 years and above who consume alcohol (%),38.7,na
