Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),59.7,58.0
Population below age 15 years (%),31.7,32.5
"Sex ratio of the total population (females per 1,000 males)","1,067","1,017"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",946,"1,021"
Children under age 5 years whose birth was registered with the civil authority (%),68.4,54.3
Deaths in the last 3 years registered with the civil authority (%),44.5,na
Population living in households with electricity (%),93.2,71.1
Population living in households with an improved drinking-water source (%),92.6,89.1
Population living in households that use an improved sanitation facility(%),41.5,12.3
Households using clean fuel for cooking (%),18.1,9.0
Households using iodized salt (%),97.6,97.0
Households with any usual member covered under a health insurance/financing scheme (%),45.4,4.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.7,na
Women who are literate (%),51.8,na
Women with 10 or more years of schooling (%),19.1,15.9
Women age 20-24 years married before age 18 years (%),43.1,47.4
Births in the 5 years preceding the survey that are third or higher order (%),1.8,2.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),14.9,14.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.6,38.9
Any method (%),60.0,36.3
Any modern method (%),43.4,34.3
Female sterilization (%),28.4,27.8
Male sterilization (%),0.1,0.2
IUD/PPIUD (%),1.6,0.9
Pill (%),5.3,4.0
Condom (%),5.1,1.0
Injectables (%),0.4,0.4
Total unmet need(%),13.1,19.0
Unmet need for spacing (%),5.1,8.1
Health worker ever talked to female non-users about family planning (%),22.1,35.8
Current users ever told about side effects of current method (%),35.9,45.1
Mothers who had an antenatal check-up in the first trimester (%),64.9,58.3
Mothers who had at least 4 antenatal care visits (%),39.3,29.0
Mothers whose last birth was protected against neonatal tetanus (%),94.1,95.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),21.8,14.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.3,3.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.1,85.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),54.9,43.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,602",766
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.1,2.9
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),57.1,na
Institutional births (%),60.3,54.3
Institutional births in public facility (%),51.3,46.2
Home births that were conducted by skilled health personnel (%),8.9,7.5
Births attended by skilled health personnel (%),69.0,61.4
Births delivered by caesarean section (%),8.5,4.9
Births in a private health facility that were delivered by caesarean section (%),(73.2),(55.4)
Births in a public health facility that were delivered by caesarean section (%),3.7,1.0
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),78.9,76.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.6,80.5
Children age 12-23 months who have received BCG (%),96.5,97.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.9,86.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.0,94.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.4,88.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),34.8,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),69.4,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.0,67.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.0,52.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.7,98.4
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.3,1.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.4,4.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,2.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(54.2),(61.6)
Children under age 3 years breastfed within one hour of birth (%),16.1,31.4
Children under age 6 months exclusively breastfed (%),(69.3),(71.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),8.2,17.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),7.8,17.1
Children under 5 years who are stunted (height-for-age) (%),38.2,43.8
Children under 5 years who are wasted (weight-for-height) (%),27.8,41.4
Children under 5 years who are severely wasted (weight-for-height) (%),11.0,21.8
Children under 5 years who are underweight (weight-for-age) (%),44.9,53.5
Children under 5 years who are overweight (weight-for-height) (%),2.0,0.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),29.6,37.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.1,4.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),48.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.1,74.9
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),74.2,64.0
