,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),73.3,70.5
1,Population below age 15 years (%),25.4,27.6
2,"Sex ratio of the total population (females per 1,000 males)","1,004",960
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",874,"1,026"
4,Children under age 5 years whose birth was registered with the civil authority (%),75.5,76.2
5,Deaths in the last 3 years registered with the civil authority (%),55.2,na
6,Population living in households with electricity (%),99.3,93.4
7,Population living in households with an improved drinking-water source (%),86.3,77.3
8,Population living in households that use an improved sanitation facility(%),77.2,39.3
9,Households using clean fuel for cooking (%),57.7,39.1
10,Households using iodized salt (%),99.0,98.4
11,Households with any usual member covered under a health insurance/financing scheme (%),43.9,6.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.8,na
13,Women who are literate (%),76.0,na
14,Women with 10 or more years of schooling (%),49.5,44.8
15,Women age 20-24 years married before age 18 years (%),20.9,27.8
16,Births in the 5 years preceding the survey that are third or higher order (%),1.2,1.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.5,8.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.0,76.8
19,Any method (%),61.5,44.3
20,Any modern method (%),51.3,39.1
21,Female sterilization (%),34.0,28.3
22,Male sterilization (%),0.4,0.2
23,IUD/PPIUD (%),5.0,1.7
24,Pill (%),3.2,4.2
25,Condom (%),6.4,4.4
26,Injectables (%),0.4,0.3
27,Total unmet need(%),12.0,18.1
28,Unmet need for spacing (%),4.8,8.9
29,Health worker ever talked to female non-users about family planning (%),32.9,7.8
30,Current users ever told about side effects of current method (%),72.0,33.6
31,Mothers who had an antenatal check-up in the first trimester (%),77.8,69.8
32,Mothers who had at least 4 antenatal care visits (%),35.2,39.9
33,Mothers whose last birth was protected against neonatal tetanus (%),90.3,96.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),43.0,33.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.0,10.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.6,92.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.1,52.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,394","1,706"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(8.9),3.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),84.5,na
41,Institutional births (%),87.3,76.9
42,Institutional births in public facility (%),61.7,41.7
43,Home births that were conducted by skilled health personnel (%),7.7,6.6
44,Births attended by skilled health personnel (%),94.7,84.0
45,Births delivered by caesarean section (%),19.8,21.2
46,Births in a private health facility that were delivered by caesarean section (%),47.5,45.6
47,Births in a public health facility that were delivered by caesarean section (%),12.3,12.5
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),73.8,67.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),85.4,74.0
50,Children age 12-23 months who have received BCG (%),92.5,98.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),78.0,78.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),81.0,93.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),82.6,85.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),43.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),77.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.0,61.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),75.5,55.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.3,92.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.7,7.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,7.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(39.0)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(7.2)
