,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),74.1,70.1
1,Population below age 15 years (%),23.4,25.8
2,"Sex ratio of the total population (females per 1,000 males)","1,016","1,001"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",837,890
4,Children under age 5 years whose birth was registered with the civil authority (%),87.5,85.4
5,Deaths in the last 3 years registered with the civil authority (%),46.7,na
6,Population living in households with electricity (%),95.7,92.7
7,Population living in households with an improved drinking-water source (%),89.7,91.2
8,Population living in households that use an improved sanitation facility(%),70.2,44.7
9,Households using clean fuel for cooking (%),57.6,40.4
10,Households using iodized salt (%),99.4,99.0
11,Households with any usual member covered under a health insurance/financing scheme (%),50.7,19.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.9,na
13,Women who are literate (%),73.8,na
14,Women with 10 or more years of schooling (%),46.8,43.3
15,Women age 20-24 years married before age 18 years (%),19.8,26.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.3,1.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.7,9.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.3,66.1
19,Any method (%),61.0,32.9
20,Any modern method (%),47.2,30.8
21,Female sterilization (%),35.3,22.1
22,Male sterilization (%),0.0,0.2
23,IUD/PPIUD (%),2.8,1.2
24,Pill (%),3.1,4.5
25,Condom (%),4.4,2.6
26,Injectables (%),0.5,0.1
27,Total unmet need(%),11.4,16.7
28,Unmet need for spacing (%),3.8,8.2
29,Health worker ever talked to female non-users about family planning (%),35.0,24.0
30,Current users ever told about side effects of current method (%),58.6,59.5
31,Mothers who had an antenatal check-up in the first trimester (%),78.2,59.9
32,Mothers who had at least 4 antenatal care visits (%),40.7,50.6
33,Mothers whose last birth was protected against neonatal tetanus (%),95.3,94.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.6,15.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.8,3.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.6,91.1
37,days of delivery (%),84.0,37.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,378","1,149"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,2.5
40,days of delivery (%),85.9,na
41,Institutional births (%),94.0,81.7
42,Institutional births in public facility (%),66.2,49.4
43,Home births that were conducted by skilled health personnel (%),2.4,4.1
44,Births attended by skilled health personnel (%),96.4,85.7
45,Births delivered by caesarean section (%),18.6,16.0
46,Births in a private health facility that were delivered by caesarean section (%),38.6,39.8
47,Births in a public health facility that were delivered by caesarean section (%),11.8,6.4
48,mother's recall (%),88.8,68.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.0,79.2
50,Children age 12-23 months who have received BCG (%),98.8,99.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),90.1,80.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.9,89.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.9,86.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),76.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.2,55.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.7,52.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.4,73.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.6,26.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.9,8.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(60.3)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(33.5)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(68.0)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,0.9
65,health provider (%),*,(88.3)
66,Children under age 3 years breastfed within one hour of birth (%),22.4,25.1
67,Children under age 6 months exclusively breastfed (%),*,(55.9)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(43.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),12.1,15.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),11.1,14.1
72,Children under 5 years who are stunted (height-for-age) (%),35.9,39.3
73,Children under 5 years who are wasted (weight-for-height) (%),29.4,40.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),16.8,19.9
75,Children under 5 years who are underweight (weight-for-age) (%),41.6,49.8
76,Children under 5 years who are overweight (weight-for-height) (%),1.3,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.5,20.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.6,16.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),74.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.4,66.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.1,66.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(32.8),64.6
83,All women age 15-49 years who are anaemic (%),64.4,66.6
84,All women age 15-19 years who are anaemic (%),69.4,67.7
85,Blood sugar level - high (141-160 mg/dl)(%),6.2,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.8,na
