,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.4,64.8
1,Population below age 15 years (%),26.2,30.1
2,"Sex ratio of the total population (females per 1,000 males)",996,947
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",919,898
4,Children under age 5 years whose birth was registered with the civil authority (%),87.0,71.8
5,Deaths in the last 3 years registered with the civil authority (%),40.1,na
6,Population living in households with electricity (%),93.5,86.2
7,Population living in households with an improved drinking-water source (%),85.7,82.1
8,Population living in households that use an improved sanitation facility(%),60.9,27.7
9,Households using clean fuel for cooking (%),31.5,24.9
10,Households using iodized salt (%),96.8,92.2
11,Households with any usual member covered under a health insurance/financing scheme (%),63.1,10.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.6,na
13,Women who are literate (%),64.0,na
14,Women with 10 or more years of schooling (%),36.0,32.9
15,Women age 20-24 years married before age 18 years (%),19.2,33.2
16,Births in the 5 years preceding the survey that are third or higher order (%),1.6,1.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.3,14.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.7,51.5
19,Any method (%),66.9,28.4
20,Any modern method (%),52.4,26.6
21,Female sterilization (%),33.4,18.9
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),2.8,0.9
24,Pill (%),3.1,3.8
25,Condom (%),8.3,2.7
26,Injectables (%),1.7,0.4
27,Total unmet need(%),7.2,23.3
28,Unmet need for spacing (%),3.6,9.9
29,Health worker ever talked to female non-users about family planning (%),49.6,8.5
30,Current users ever told about side effects of current method (%),73.7,36.9
31,Mothers who had an antenatal check-up in the first trimester (%),85.1,61.1
32,Mothers who had at least 4 antenatal care visits (%),54.4,25.9
33,Mothers whose last birth was protected against neonatal tetanus (%),92.3,93.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),42.6,24.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.7,4.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,94.7
37,days of delivery (%),77.2,51.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,770","1,067"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(2.8),2.3
40,days of delivery (%),73.9,na
41,Institutional births (%),81.8,64.1
42,Institutional births in public facility (%),62.2,41.3
43,Home births that were conducted by skilled health personnel (%),7.8,7.6
44,Births attended by skilled health personnel (%),89.1,70.9
45,Births delivered by caesarean section (%),12.4,8.0
46,Births in a private health facility that were delivered by caesarean section (%),39.6,28.8
47,Births in a public health facility that were delivered by caesarean section (%),7.5,3.5
48,mother's recall (%),80.9,65.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),85.3,79.4
50,Children age 12-23 months who have received BCG (%),100.0,97.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),82.8,76.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.9,91.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.8,91.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),44.3,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),87.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),92.9,54.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),89.0,58.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,96.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,3.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.2,4.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(71.3),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(51.5),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.3),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2,0.6
65,health provider (%),(78.3),*
66,Children under age 3 years breastfed within one hour of birth (%),18.9,43.6
67,Children under age 6 months exclusively breastfed (%),(74.3),(65.3)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.6,5.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),13.8,5.1
72,Children under 5 years who are stunted (height-for-age) (%),40.0,45.1
73,Children under 5 years who are wasted (weight-for-height) (%),32.9,23.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),23.0,8.9
75,Children under 5 years who are underweight (weight-for-age) (%),48.7,52.6
76,Children under 5 years who are overweight (weight-for-height) (%),9.0,0.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.3,34.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),6.4,12.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),63.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.1,81.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),71.2,79.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(42.8),(68.8)
83,All women age 15-49 years who are anaemic (%),70.2,78.8
84,All women age 15-19 years who are anaemic (%),74.9,88.1
