Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.4,67.5
Population below age 15 years (%),27.9,30.7
"Sex ratio of the total population (females per 1,000 males)",955,"1,000"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",903,971
Children under age 5 years whose birth was registered with the civil authority (%),77.7,60.0
Deaths in the last 3 years registered with the civil authority (%),42.4,na
Population living in households with electricity (%),98.4,95.9
Population living in households with an improved drinking-water source (%),76.7,69.8
Population living in households that use an improved sanitation facility(%),64.2,40.0
Households using clean fuel for cooking (%),33.2,17.8
Households using iodized salt (%),97.8,97.6
Households with any usual member covered under a health insurance/financing scheme (%),49.7,21.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.1,na
Women who are literate (%),71.0,na
Women with 10 or more years of schooling (%),44.3,39.0
Women age 20-24 years married before age 18 years (%),25.1,27.7
Births in the 5 years preceding the survey that are third or higher order (%),2.4,2.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.1,10.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.4,67.5
Any method (%),68.2,45.2
Any modern method (%),54.2,40.8
Female sterilization (%),44.0,35.3
Male sterilization (%),0.1,0.1
IUD/PPIUD (%),1.0,0.6
Pill (%),1.9,2.0
Condom (%),3.5,1.7
Injectables (%),0.4,0.1
Total unmet need(%),7.3,15.0
Unmet need for spacing (%),2.8,8.7
Health worker ever talked to female non-users about family planning (%),20.5,22.7
Current users ever told about side effects of current method (%),43.4,29.4
Mothers who had an antenatal check-up in the first trimester (%),63.4,51.3
Mothers who had at least 4 antenatal care visits (%),40.9,34.1
Mothers whose last birth was protected against neonatal tetanus (%),93.4,94.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),31.5,19.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.1,7.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.8,92.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),78.0,46.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,121","1,605"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),5.5,2.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.8,na
Institutional births (%),79.0,71.5
Institutional births in public facility (%),51.6,46.8
Home births that were conducted by skilled health personnel (%),11.0,10.4
