,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),65.6,60.2
2,Population below age 15 years (%),32.4,34.3
3,"Sex ratio of the total population (females per 1,000 males)","1,052","1,037"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,011","1,043"
5,Children under age 5 years whose birth was registered with the civil authority (%),74.0,77.7
6,Deaths in the last 3 years registered with the civil authority (%),42.3,na
7,Population living in households with electricity (%),99.2,83.0
8,Population living in households with an improved drinking-water source (%),78.4,71.5
9,Population living in households that use an improved sanitation facility(%),67.7,19.5
10,Households using clean fuel for cooking (%),34.0,14.9
11,Households using iodized salt (%),99.4,97.9
12,Households with any usual member covered under a health insurance/financing scheme (%),58.9,15.6
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.8,na
15,Women who are literate (%),65.2,na
16,Women with 10 or more years of schooling (%),35.0,32.0
18,Women age 20-24 years married before age 18 years (%),21.9,28.5
19,Births in the 5 years preceding the survey that are third or higher order (%),1.5,2.9
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.5,9.6
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),91.7,45.3
23,Any method (%),56.6,24.3
24,Any modern method (%),41.1,23.7
25,Female sterilization (%),27.3,18.5
26,Male sterilization (%),0.7,0.1
27,IUD/PPIUD (%),4.7,2.4
28,Pill (%),2.6,1.6
29,Condom (%),3.6,1.0
30,Injectables (%),0.5,0.1
32,Total unmet need(%),13.9,22.0
33,Unmet need for spacing (%),5.0,9.1
35,Health worker ever talked to female non-users about family planning (%),31.2,15.6
36,Current users ever told about side effects of current method (%),67.2,38.5
39,Mothers who had an antenatal check-up in the first trimester (%),79.0,48.2
40,Mothers who had at least 4 antenatal care visits (%),37.7,16.7
41,Mothers whose last birth was protected against neonatal tetanus (%),95.1,89.1
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40.6,22.9
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.0,5.3
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.0,88.1
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.2,46.7
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,707","1,435"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(9.1),0.9
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),82.1,na
52,Institutional births (%),84.1,71.8
53,Institutional births in public facility (%),72.6,56.9
54,Home births that were conducted by skilled health personnel (%),8.3,3.3
55,Births attended by skilled health personnel (%),92.1,75.3
56,Births delivered by caesarean section (%),10.9,7.9
57,Births in a private health facility that were delivered by caesarean section (%),(54.3),35.5
58,Births in a public health facility that were delivered by caesarean section (%),6.4,4.6
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),88.2,60.0
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),88.2,67.2
63,Children age 12-23 months who have received BCG (%),100.0,96.1
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),92.9,72.2
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.4,82.1
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.2,77.7
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),41.4,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),84.7,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.4,50.3
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.7,64.8
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,90.5
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,9.5
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.0,4.7
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,0.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
