Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),63.7,56.3
Population below age 15 years (%),29.5,33.5
"Sex ratio of the total population (females per 1,000 males)",996,990
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",825,915
Children under age 5 years whose birth was registered with the civil authority (%),71.2,53.3
Deaths in the last 3 years registered with the civil authority (%),36.9,na
Population living in households with electricity (%),92.2,83.9
Population living in households with an improved drinking-water source (%),93.0,89.5
Population living in households that use an improved sanitation facility(%),52.8,14.5
Households using clean fuel for cooking (%),20.3,3.7
Households using iodized salt (%),98.3,97.3
Households with any usual member covered under a health insurance/financing scheme (%),62.9,11.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.5,na
Women who are literate (%),53.5,na
Women with 10 or more years of schooling (%),21.4,15.1
Women age 20-24 years married before age 18 years (%),50.5,43.9
Births in the 5 years preceding the survey that are third or higher order (%),0.6,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),14.9,17.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),73.1,35.1
Any method (%),69.3,44.0
Any modern method (%),54.1,38.8
Female sterilization (%),35.3,25.3
Male sterilization (%),0.1,0.0
IUD/PPIUD (%),1.3,1.7
Pill (%),9.5,7.1
Condom (%),4.1,3.8
Injectables (%),0.4,0.5
Total unmet need(%),9.9,16.9
Unmet need for spacing (%),3.6,7.9
Health worker ever talked to female non-users about family planning (%),34.7,30.8
Current users ever told about side effects of current method (%),49.1,37.0
Mothers who had an antenatal check-up in the first trimester (%),66.7,61.6
Mothers who had at least 4 antenatal care visits (%),36.0,29.3
Mothers whose last birth was protected against neonatal tetanus (%),89.3,94.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),31.2,14.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.1,3.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.1,82.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),69.9,43.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,771","1,015"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),4.3,1.3
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),66.5,na
Institutional births (%),75.4,60.6
Institutional births in public facility (%),60.4,53.7
Home births that were conducted by skilled health personnel (%),7.7,13.6
Births attended by skilled health personnel (%),82.5,73.6
Births delivered by caesarean section (%),13.4,4.1
Births in a private health facility that were delivered by caesarean section (%),50.5,(30.8)
Births in a public health facility that were delivered by caesarean section (%),9.7,3.7
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),78.8,62.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.9,77.6
Children age 12-23 months who have received BCG (%),91.4,94.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),80.4,79.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.7,80.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.4,74.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),71.4,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.9,54.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),82.5,51.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,99.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),13.8,5.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(64.4),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(21.3),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(51.8),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.8,3.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),50.1,53.6
Children under age 3 years breastfed within one hour of birth (%),13.8,32.9
Children under age 6 months exclusively breastfed (%),(87.0),67.8
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(42.4)
Breastfeeding children age 6-23 months receiving an adequate diet (%),13.3,9.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),15.9,9.1
Children under 5 years who are stunted (height-for-age) (%),41.9,44.1
Children under 5 years who are wasted (weight-for-height) (%),23.0,29.8
Children under 5 years who are severely wasted (weight-for-height) (%),9.9,12.6
Children under 5 years who are underweight (weight-for-age) (%),46.2,48.8
Children under 5 years who are overweight (weight-for-height) (%),4.3,1.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),30.6,35.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),7.1,6.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),57.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),72.8,73.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),78.4,64.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.3),60.7
All women age 15-49 years who are anaemic (%),77.7,64.5
All women age 15-19 years who are anaemic (%),77.4,62.0
Women - Blood sugar level - high (141-160 mg/dl)(%),5.6,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.1,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.9,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),13.6,na
Men age 15 years and above who use any kind of tobacco (%),49.7,na
Women age 15 years and above who consume alcohol (%),5.3,na
Men age 15 years and above who consume alcohol (%),29.9,na
