,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),68.7,66.3
2,Population below age 15 years (%),27.8,29.3
3,"Sex ratio of the total population (females per 1,000 males)",986,947
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",869,929
5,Children under age 5 years whose birth was registered with the civil authority (%),77.7,68.4
6,Deaths in the last 3 years registered with the civil authority (%),45.2,na
7,Population living in households with electricity (%),98.5,96.5
8,Population living in households with an improved drinking-water source (%),88.9,79.5
9,Population living in households that use an improved sanitation facility(%),67.6,29.3
10,Households using clean fuel for cooking (%),37.2,20.5
11,Households using iodized salt (%),98.3,98.4
12,Households with any usual member covered under a health insurance/financing scheme (%),45.7,10.8
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.1,na
15,Women who are literate (%),69.7,na
16,Women with 10 or more years of schooling (%),37.9,31.8
18,Women age 20-24 years married before age 18 years (%),28.3,29.9
19,Births in the 5 years preceding the survey that are third or higher order (%),1.9,1.4
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.9,7.0
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),81.3,61.5
23,Any method (%),67.3,49.8
24,Any modern method (%),51.6,46.7
25,Female sterilization (%),37.7,36.7
26,Male sterilization (%),0.3,0.1
27,IUD/PPIUD (%),1.0,0.5
28,Pill (%),5.2,4.3
29,Condom (%),5.2,3.7
30,Injectables (%),0.4,0.3
32,Total unmet need(%),9.7,11.9
33,Unmet need for spacing (%),4.7,5.3
35,Health worker ever talked to female non-users about family planning (%),15.0,15.1
36,Current users ever told about side effects of current method (%),41.3,29.4
39,Mothers who had an antenatal check-up in the first trimester (%),65.4,55.6
40,Mothers who had at least 4 antenatal care visits (%),44.6,40.2
41,Mothers whose last birth was protected against neonatal tetanus (%),92.3,95.3
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.6,20.4
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.3,9.5
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),88.7,91.0
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.2,45.4
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,627","2,213"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.9
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.3,na
52,Institutional births (%),78.8,65.4
53,Institutional births in public facility (%),34.5,21.4
54,Home births that were conducted by skilled health personnel (%),5.9,11.1
55,Births attended by skilled health personnel (%),83.6,76.1
56,Births delivered by caesarean section (%),21.9,17.6
57,Births in a private health facility that were delivered by caesarean section (%),42.3,34.3
58,Births in a public health facility that were delivered by caesarean section (%),9.3,11.9
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),66.1,73.5
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),72.5,72.7
63,Children age 12-23 months who have received BCG (%),94.7,98.7
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),66.1,85.8
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.9,89.5
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.9,84.8
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),41.4,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),61.0,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.7,68.7
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.5,58.2
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.0,92.4
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),9.0,7.6
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.9,7.1
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(29.5),(39.9)
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(18.1),(14.4)
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(64.3),(74.1)
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,6.6
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.7),72.5
