Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),60.5,55.6
Population below age 15 years (%),33.3,36.3
"Sex ratio of the total population (females per 1,000 males)","1,108","1,013"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",829,947
Children under age 5 years whose birth was registered with the civil authority (%),63.0,58.4
Deaths in the last 3 years registered with the civil authority (%),35.8,na
Population living in households with electricity (%),85.0,51.8
Population living in households with an improved drinking-water source (%),92.5,88.7
Population living in households that use an improved sanitation facility(%),54.1,11.3
Households using clean fuel for cooking (%),24.7,5.7
Households using iodized salt (%),97.5,93.2
Households with any usual member covered under a health insurance/financing scheme (%),55.3,9.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.7,na
Women who are literate (%),59.6,na
Women with 10 or more years of schooling (%),31.0,19.7
Women age 20-24 years married before age 18 years (%),31.3,58.8
Births in the 5 years preceding the survey that are third or higher order (%),3.7,2.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.7,18.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),59.3,25.9
Any method (%),58.3,34.1
Any modern method (%),48.7,33.3
Female sterilization (%),44.2,31.4
Male sterilization (%),0.2,0.1
IUD/PPIUD (%),0.8,0.4
Pill (%),0.4,0.7
Condom (%),0.9,0.6
Injectables (%),0.5,0.1
Total unmet need(%),12.3,23.1
Unmet need for spacing (%),5.7,13.4
Health worker ever talked to female non-users about family planning (%),18.4,9.8
Current users ever told about side effects of current method (%),48.0,15.5
Mothers who had an antenatal check-up in the first trimester (%),66.3,35.1
Mothers who had at least 4 antenatal care visits (%),29.8,11.6
Mothers whose last birth was protected against neonatal tetanus (%),92.1,90.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.8,3.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),3.3,1.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.1,69.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),70.3,35.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,256","2,230"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),7.0,2.3
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),70.6,na
Institutional births (%),84.0,57.8
Institutional births in public facility (%),67.6,48.9
Home births that were conducted by skilled health personnel (%),4.4,8.7
Births attended by skilled health personnel (%),88.2,65.4
Births delivered by caesarean section (%),10.2,4.7
Births in a private health facility that were delivered by caesarean section (%),48.8,32.5
Births in a public health facility that were delivered by caesarean section (%),3.3,3.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),77.2,54.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.9,65.4
Children age 12-23 months who have received BCG (%),96.8,88.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),78.2,66.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.0,74.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.1,78.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.3,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),79.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.8,46.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),61.2,50.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.8,99.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.2,0.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.6,11.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(18.8),45.7
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(18.6),25.7
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(51.2),57.2
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.2,5.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(69.8),60.5
Children under age 3 years breastfed within one hour of birth (%),25.2,32.1
Children under age 6 months exclusively breastfed (%),87.5,(51.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(48.1)
Breastfeeding children age 6-23 months receiving an adequate diet (%),6.2,7.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),6.4,6.9
Children under 5 years who are stunted (height-for-age) (%),47.7,45.6
Children under 5 years who are wasted (weight-for-height) (%),18.9,31.3
Children under 5 years who are severely wasted (weight-for-height) (%),5.3,11.9
Children under 5 years who are underweight (weight-for-age) (%),40.6,50.7
Children under 5 years who are overweight (weight-for-height) (%),0.5,0.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),28.8,31.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.6,7.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),35.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.5,65.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.9,60.1
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(58.9),61.2
All women age 15-49 years who are anaemic (%),62.7,60.1
All women age 15-19 years who are anaemic (%),61.0,58.2
Women - Blood sugar level - high (141-160 mg/dl)(%),7.0,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.7,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.1,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
