Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),63.5,57.6
Population below age 15 years (%),34.6,35.7
"Sex ratio of the total population (females per 1,000 males)","1,183",998
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,098","1,003"
Children under age 5 years whose birth was registered with the civil authority (%),68.7,52.9
Deaths in the last 3 years registered with the civil authority (%),40.2,na
Population living in households with electricity (%),95.8,63.8
Population living in households with an improved drinking-water source (%),94.9,90.8
Population living in households that use an improved sanitation facility(%),46.3,18.4
Households using clean fuel for cooking (%),25.4,16.2
Households using iodized salt (%),96.6,94.8
Households with any usual member covered under a health insurance/financing scheme (%),55.8,26.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.1,na
Women who are literate (%),62.5,na
Women with 10 or more years of schooling (%),36.5,27.4
Women age 20-24 years married before age 18 years (%),35.4,39.9
Births in the 5 years preceding the survey that are third or higher order (%),4.7,2.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.1,11.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),73.8,37.2
Any method (%),60.1,26.1
Any modern method (%),53.1,24.7
Female sterilization (%),47.8,22.2
Male sterilization (%),0.5,0.0
IUD/PPIUD (%),0.5,0.2
Pill (%),0.2,1.0
Condom (%),1.7,0.9
Injectables (%),0.4,0.3
Total unmet need(%),13.8,20.9
Unmet need for spacing (%),6.3,11.4
Health worker ever talked to female non-users about family planning (%),24.6,10.3
Current users ever told about side effects of current method (%),61.0,18.0
Mothers who had an antenatal check-up in the first trimester (%),73.1,38.2
Mothers who had at least 4 antenatal care visits (%),33.8,24.1
Mothers whose last birth was protected against neonatal tetanus (%),92.6,82.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.0,9.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),5.7,4.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.5,73.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),70.3,29.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,597","2,978"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.5,1.5
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),70.1,na
Institutional births (%),74.9,54.7
Institutional births in public facility (%),54.8,35.4
Home births that were conducted by skilled health personnel (%),9.2,12.3
Births attended by skilled health personnel (%),83.4,66.1
Births delivered by caesarean section (%),15.8,10.1
Births in a private health facility that were delivered by caesarean section (%),55.7,41.2
Births in a public health facility that were delivered by caesarean section (%),8.3,6.0
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),80.9,57.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),81.5,67.2
Children age 12-23 months who have received BCG (%),96.1,96.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),82.1,76.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.3,74.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.5,78.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),25.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),86.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.2,53.6
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.5,54.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.6,93.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.5,6.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.3,17.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,28.6
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,11.3
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,48.0
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,2.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(51.9),61.7
Children under age 3 years breastfed within one hour of birth (%),26.4,34.5
Children under age 6 months exclusively breastfed (%),77.0,(48.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),3.8,3.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),5.4,4.4
Children under 5 years who are stunted (height-for-age) (%),43.7,45.4
Children under 5 years who are wasted (weight-for-height) (%),18.4,23.8
Children under 5 years who are severely wasted (weight-for-height) (%),3.9,6.5
Children under 5 years who are underweight (weight-for-age) (%),37.3,43.9
Children under 5 years who are overweight (weight-for-height) (%),0.6,2.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.7,30.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.8,11.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),42.2,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.2,59.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.1,53.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(59.6),(48.5)
All women age 15-49 years who are anaemic (%),61.0,53.6
All women age 15-19 years who are anaemic (%),63.3,55.7
Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.0,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.4,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.3,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),6.0,na
Men age 15 years and above who use any kind of tobacco (%),48.9,na
Women age 15 years and above who consume alcohol (%),3.1,na
Men age 15 years and above who consume alcohol (%),34.9,na
